Step,Reward,Episode
33113,0.822,1728
33311,0.837,1740
33376,0.832,1744
33447,0.818,1748
33516,0.820,1752
33586,0.821,1756
33650,0.811,1760
33718,0.808,1764
33788,0.806,1768
33932,0.790,1776
33993,0.792,1780
34059,0.794,1784
34122,0.797,1788
34384,0.815,1804
34455,0.811,1808
34524,0.808,1812
34599,0.811,1816
34674,0.800,1820
34809,0.800,1828
34955,0.796,1836
35091,0.800,1844
35161,0.809,1848
35382,0.821,1860
35454,0.821,1864
35525,0.817,1868
35664,0.809,1876
35801,0.807,1884
36071,0.801,1900
36136,0.809,1904
36329,0.808,1916
36394,0.810,1920
36461,0.807,1924
36522,0.798,1928
36585,0.790,1932
36650,0.775,1936
36713,0.764,1940
36845,0.760,1948
36909,0.761,1952
36972,0.746,1956
37034,0.742,1960
37176,0.735,1968
37382,0.739,1980
37656,0.724,1996
37862,0.711,2008
37938,0.697,2012
38016,0.700,2016
38212,0.706,2028
38344,0.732,2036
38413,0.740,2040
38479,0.737,2044
38542,0.737,2048
38602,0.740,2052
38666,0.738,2056
38734,0.747,2060
38932,0.767,2072
39001,0.766,2076
39079,0.771,2080
39144,0.769,2084
39343,0.788,2096
39847,0.818,2124
40060,0.813,2136
40124,0.818,2140
40266,0.824,2148
40333,0.821,2152
40404,0.831,2156
40474,0.824,2160
40540,0.827,2164
40675,0.806,2172
40738,0.812,2176
40808,0.818,2180
40941,0.812,2188
41007,0.810,2192
41219,0.814,2204
41358,0.822,2212
41494,0.817,2220
41564,0.824,2224
41626,0.822,2228
42032,0.854,2252
42100,0.850,2256
42163,0.851,2260
42446,0.842,2276
42657,0.843,2288
42803,0.844,2296
43004,0.831,2308
43275,0.825,2324
43548,0.826,2340
43617,0.818,2344
43689,0.818,2348
43827,0.826,2356
43894,0.833,2360
43964,0.837,2364
44032,0.839,2368
44097,0.848,2372
44226,0.849,2380
44380,0.851,2388
44448,0.854,2392
44517,0.854,2396
44594,0.857,2400
44739,0.857,2408
44815,0.856,2412
44884,0.861,2416
45016,0.863,2424
45217,0.863,2436
45357,0.868,2444
45558,0.876,2456
45627,0.874,2460
45767,0.866,2468
45907,0.865,2476
46039,0.862,2484
46181,0.867,2492
46248,0.866,2496
46456,0.872,2508
46528,0.870,2512
46597,0.865,2516
46667,0.865,2520
46937,0.853,2536
47084,0.827,2544
47227,0.828,2552
47438,0.822,2564
47506,0.818,2568
47577,0.828,2572
47641,0.831,2576
47703,0.829,2580
47767,0.834,2584
48047,0.835,2600
48193,0.838,2608
48263,0.838,2612
48329,0.843,2616
48393,0.840,2620
48471,0.838,2624
48667,0.844,2636
48742,0.857,2640
48813,0.875,2644
49303,0.875,2672
49519,0.877,2684
49864,0.874,2704
49930,0.879,2708
50005,0.886,2712
50212,0.893,2724
50349,0.887,2732
50417,0.888,2736
50493,0.888,2740
50728,0.872,2752
51075,0.876,2772
51210,0.874,2780
51283,0.877,2784
51354,0.882,2788
51429,0.884,2792
51567,0.875,2800
51800,0.851,2812
51874,0.856,2816
52018,0.860,2824
52311,0.858,2840
52384,0.863,2844
52531,0.871,2852
52758,0.878,2864
52893,0.882,2872
53035,0.872,2880
53105,0.869,2884
53176,0.866,2888
53316,0.874,2896
53462,0.890,2904
53534,0.889,2908
53607,0.889,2912
53674,0.888,2916
53749,0.883,2920
53893,0.883,2928
53962,0.875,2932
54030,0.878,2936
54387,0.865,2956
54462,0.868,2960
54533,0.867,2964
54687,0.867,2972
54757,0.877,2976
54827,0.875,2980
54897,0.873,2984
55385,0.882,3012
55597,0.888,3024
55665,0.891,3028
55810,0.897,3036
56164,0.911,3056
56233,0.912,3060
56307,0.907,3064
56520,0.899,3076
56600,0.891,3080
56738,0.890,3088
56810,0.888,3092
56880,0.888,3096
57032,0.877,3104
57104,0.875,3108
57245,0.872,3116
57316,0.875,3120
57391,0.870,3124
57464,0.872,3128
57533,0.865,3132
57599,0.863,3136
57952,0.852,3156
58024,0.851,3160
58152,0.857,3168
58292,0.856,3176
58437,0.866,3184
58505,0.869,3188
58717,0.864,3200
58785,0.873,3204
59061,0.873,3220
59131,0.876,3224
59205,0.866,3228
59267,0.874,3232
59477,0.877,3244
59696,0.865,3256
60042,0.865,3276
60114,0.864,3280
60262,0.865,3288
60338,0.867,3292
60403,0.863,3296
60545,0.862,3304
60624,0.862,3308
60691,0.860,3312
60758,0.859,3316
61051,0.851,3332
61119,0.855,3336
61260,0.860,3344
61332,0.860,3348
61407,0.866,3352
61551,0.857,3360
61621,0.860,3364
61834,0.865,3376
61982,0.867,3384
62340,0.861,3404
62411,0.866,3408
62614,0.864,3420
62834,0.856,3432
63049,0.844,3444
63120,0.841,3448
63190,0.844,3452
63411,0.845,3464
63481,0.848,3468
63765,0.846,3484
63834,0.846,3488
64549,0.880,3528
64689,0.889,3536
64755,0.888,3540
64827,0.888,3544
64895,0.893,3548
65045,0.897,3556
65178,0.906,3564
65327,0.902,3572
65540,0.890,3584
65678,0.888,3592
65758,0.890,3596
65960,0.891,3608
66030,0.890,3612
66171,0.888,3620
66306,0.887,3628
66379,0.889,3632
66449,0.891,3636
66594,0.897,3644
66659,0.895,3648
66809,0.895,3656
66879,0.890,3660
67170,0.894,3676
67236,0.899,3680
67388,0.894,3688
67526,0.891,3696
67801,0.884,3712
67878,0.889,3716
67943,0.889,3720
68015,0.886,3724
68087,0.891,3728
68155,0.884,3732
68227,0.881,3736
68368,0.885,3744
68652,0.885,3760
68796,0.892,3768
68863,0.885,3772
69082,0.882,3784
69361,0.879,3800
69587,0.879,3812
69725,0.877,3820
69792,0.872,3824
69862,0.872,3828
70134,0.866,3844
70272,0.855,3852
70345,0.859,3856
70416,0.856,3860
70484,0.857,3864
70637,0.858,3872
70713,0.860,3876
70930,0.868,3888
71294,0.864,3908
71424,0.862,3916
71494,0.862,3920
71634,0.863,3928
71701,0.852,3932
71986,0.864,3948
72117,0.865,3956
72184,0.866,3960
72257,0.863,3964
72417,0.850,3972
72555,0.846,3980
72620,0.842,3984
72691,0.841,3988
72833,0.845,3996
72906,0.842,4000
73037,0.833,4008
73107,0.835,4012
73174,0.830,4016
73243,0.833,4020
73313,0.828,4024
73382,0.823,4028
73731,0.822,4048
73881,0.812,4056
74021,0.815,4064
74092,0.817,4068
74161,0.820,4072
74543,0.823,4092
74826,0.834,4108
74958,0.831,4116
75035,0.831,4120
75453,0.854,4144
75523,0.854,4148
75594,0.864,4152
75662,0.868,4156
75730,0.863,4160
76030,0.875,4176
76172,0.875,4184
76240,0.875,4188
76665,0.869,4212
76732,0.875,4216
76956,0.878,4228
77102,0.881,4236
77180,0.876,4240
77250,0.881,4244
77394,0.874,4252
77602,0.862,4264
77665,0.867,4268
77737,0.865,4272
77879,0.865,4280
77942,0.860,4284
78009,0.858,4288
78081,0.864,4292
78154,0.862,4296
78219,0.874,4300
78418,0.866,4312
78487,0.863,4316
78622,0.864,4324
78691,0.862,4328
78761,0.864,4332
78970,0.861,4344
79038,0.861,4348
79107,0.866,4352
79387,0.879,4368
79457,0.874,4372
79537,0.865,4376
79886,0.863,4396
80034,0.850,4404
80178,0.861,4412
80245,0.862,4416
80317,0.857,4420
80548,0.854,4432
80618,0.851,4436
80688,0.862,4440
80760,0.864,4444
80832,0.866,4448
80907,0.863,4452
80986,0.865,4456
81052,0.861,4460
81179,0.862,4468
81400,0.876,4480
81534,0.890,4488
81603,0.892,4492
81825,0.887,4504
81894,0.889,4508
82030,0.886,4516
82101,0.888,4520
82184,0.882,4524
82254,0.883,4528
82319,0.883,4532
82456,0.880,4540
82529,0.870,4544
82598,0.871,4548
82676,0.865,4552
82822,0.864,4560
83033,0.859,4572
83242,0.856,4584
83309,0.856,4588
83440,0.859,4596
83513,0.862,4600
83577,0.871,4604
83646,0.874,4608
83717,0.874,4612
83778,0.875,4616
83918,0.878,4624
84190,0.893,4640
84265,0.903,4644
84402,0.909,4652
84538,0.910,4660
84675,0.908,4668
84740,0.916,4672
85144,0.912,4696
85213,0.905,4700
85355,0.897,4708
85422,0.899,4712
85496,0.898,4716
85767,0.888,4732
85913,0.880,4740
86046,0.875,4748
86179,0.870,4756
86244,0.873,4760
86317,0.873,4764
86545,0.870,4776
86614,0.863,4780
86687,0.860,4784
86819,0.855,4792
86887,0.860,4796
87097,0.872,4808
87163,0.868,4812
87381,0.863,4824
87450,0.870,4828
87514,0.871,4832
87653,0.874,4840
87924,0.884,4856
87993,0.883,4860
88067,0.883,4864
88208,0.881,4872
88284,0.873,4876
88557,0.890,4892
88631,0.892,4896
88775,0.889,4904
88984,0.886,4916
89056,0.882,4920
89269,0.871,4932
89341,0.871,4936
89705,0.860,4956
89843,0.865,4964
89929,0.854,4968
90002,0.857,4972
90070,0.863,4976
90140,0.861,4980
90212,0.858,4984
90288,0.853,4988
90500,0.856,5000
90574,0.851,5004
90652,0.858,5008
90721,0.861,5012
90868,0.871,5020
91012,0.884,5028
91087,0.887,5032
91295,0.888,5044
91363,0.899,5048
91570,0.889,5060
91770,0.887,5072
92035,0.884,5088
92392,0.889,5108
92458,0.887,5112
92529,0.885,5116
92811,0.869,5132
93030,0.868,5144
93375,0.870,5164
93577,0.872,5176
93787,0.884,5188
93925,0.875,5196
93995,0.879,5200
94141,0.872,5208
94216,0.869,5212
94500,0.864,5228
94777,0.867,5244
95059,0.863,5260
95129,0.856,5264
95464,0.870,5284
95599,0.866,5292
95667,0.873,5296
95805,0.869,5304
95879,0.864,5308
96016,0.875,5316
96501,0.883,5344
97139,0.877,5380
97208,0.876,5384
97347,0.859,5392
97416,0.859,5396
97625,0.866,5408
97696,0.866,5412
97833,0.861,5420
98113,0.847,5436
98263,0.839,5444
98539,0.842,5460
98617,0.838,5464
98688,0.831,5468
98753,0.834,5472
98815,0.842,5476
99098,0.861,5492
99172,0.852,5496
99316,0.855,5504
99390,0.859,5508
99671,0.855,5524
100024,0.856,5544
100095,0.860,5548
100382,0.857,5564
100594,0.857,5576
100814,0.861,5588
100887,0.861,5592
101020,0.862,5600
101086,0.867,5604
101288,0.858,5616
101432,0.861,5624
101981,0.876,5656
102186,0.870,5668
102251,0.871,5672
102408,0.865,5680
102555,0.856,5688
102627,0.852,5692
103247,0.865,5728
103323,0.865,5732
103462,0.853,5740
103599,0.853,5748
103745,0.875,5756
103817,0.877,5760
103896,0.876,5764
103972,0.880,5768
104185,0.888,5780
104324,0.893,5788
104395,0.898,5792
104468,0.893,5796
104535,0.890,5800
104604,0.890,5804
104677,0.894,5808
104751,0.891,5812
104890,0.879,5820
104962,0.880,5824
105032,0.873,5828
105100,0.876,5832
105176,0.873,5836
105246,0.874,5840
105309,0.874,5844
105374,0.872,5848
105444,0.870,5852
105518,0.870,5856
105585,0.867,5860
105995,0.859,5884
106203,0.866,5896
106271,0.866,5900
106401,0.861,5908
106470,0.859,5912
106764,0.865,5928
106836,0.858,5932
106910,0.855,5936
106984,0.862,5940
107197,0.869,5952
107268,0.867,5956
107341,0.864,5960
107413,0.865,5964
107481,0.862,5968
107627,0.868,5976
107696,0.878,5980
107982,0.866,5996
108052,0.861,6000
108116,0.870,6004
108256,0.869,6012
108472,0.848,6024
108745,0.874,6040
108816,0.871,6044
108886,0.871,6048
109031,0.874,6056
109174,0.877,6064
109245,0.877,6068
109749,0.879,6096
109965,0.880,6108
110089,0.891,6116
110229,0.901,6124
110450,0.890,6136
110526,0.892,6140
110742,0.890,6152
110818,0.896,6156
110962,0.891,6164
111037,0.896,6168
111328,0.893,6184
111468,0.902,6192
111543,0.899,6196
111756,0.902,6208
111828,0.904,6212
111906,0.905,6216
112045,0.908,6224
112182,0.910,6232
112533,0.910,6252
112678,0.896,6260
112748,0.900,6264
112814,0.898,6268
112957,0.893,6276
113094,0.895,6284
113160,0.892,6288
113238,0.894,6292
113305,0.893,6296
113516,0.897,6308
113660,0.880,6316
113734,0.875,6320
113806,0.873,6324
113881,0.877,6328
113952,0.877,6332
114164,0.881,6344
114532,0.867,6364
114888,0.859,6384
114959,0.852,6388
115028,0.849,6392
115314,0.846,6408
115383,0.849,6412
115448,0.857,6416
115948,0.844,6444
116020,0.846,6448
116160,0.863,6456
116230,0.866,6460
116372,0.860,6468
116654,0.866,6484
116795,0.867,6492
116935,0.866,6500
117076,0.862,6508
117143,0.853,6512
117365,0.858,6524
117436,0.856,6528
117726,0.853,6544
117801,0.853,6548
117874,0.849,6552
117945,0.849,6556
118087,0.846,6564
118158,0.853,6568
118506,0.852,6588
118577,0.853,6592
118718,0.853,6600
118858,0.860,6608
118925,0.861,6612
118999,0.854,6616
119061,0.854,6620
119196,0.863,6628
119340,0.862,6636
119614,0.870,6652
119759,0.870,6660
119899,0.868,6668
120107,0.879,6680
120177,0.880,6684
120449,0.879,6700
120664,0.869,6712
120810,0.875,6720
120880,0.877,6724
120943,0.878,6728
121014,0.886,6732
121231,0.888,6744
121301,0.889,6748
121379,0.892,6752
121454,0.892,6756
121529,0.892,6760
121593,0.900,6764
121799,0.895,6776
121874,0.892,6780
121945,0.893,6784
122084,0.906,6792
122163,0.891,6796
122239,0.880,6800
122313,0.881,6804
122464,0.880,6812
122600,0.879,6820
122808,0.869,6832
122960,0.871,6840
123028,0.866,6844
123099,0.866,6848
123165,0.870,6852
123441,0.848,6868
123577,0.850,6876
123654,0.846,6880
123870,0.845,6892
123940,0.857,6896
124010,0.865,6900
124079,0.866,6904
124472,0.867,6924
125023,0.859,6956
125092,0.859,6960
125159,0.864,6964
125377,0.868,6976
125518,0.868,6984
125659,0.869,6992
125731,0.867,6996
125801,0.867,7000
125867,0.874,7004
125938,0.867,7008
126071,0.872,7016
126139,0.872,7020
126346,0.877,7032
126690,0.874,7052
126764,0.875,7056
126908,0.873,7064
126976,0.875,7068
127129,0.878,7076
127633,0.885,7104
127698,0.887,7108
127765,0.890,7112
127974,0.889,7124
128047,0.884,7128
128248,0.879,7140
128316,0.883,7144
128381,0.884,7148
128446,0.884,7152
128583,0.892,7160
128653,0.884,7164
128785,0.880,7172
128924,0.871,7180
129070,0.866,7188
129134,0.866,7192
129358,0.866,7204
129435,0.870,7208
129504,0.867,7212
129629,0.857,7216
129698,0.857,7220
129986,0.867,7236
130125,0.855,7244
130412,0.847,7260
130560,0.862,7268
130701,0.857,7276
130772,0.859,7280
131052,0.857,7296
131255,0.855,7308
131320,0.860,7312
131457,0.858,7320
131522,0.860,7324
131674,0.856,7332
131752,0.851,7336
131815,0.858,7340
131956,0.856,7348
132021,0.863,7352
132101,0.855,7356
132542,0.841,7380
132611,0.848,7384
132675,0.851,7388
132747,0.851,7392
132820,0.845,7396
132967,0.839,7404
133036,0.839,7408
133174,0.840,7416
133385,0.829,7428
133657,0.842,7444
133941,0.830,7460
134013,0.833,7464
134080,0.833,7468
134145,0.844,7472
134416,0.838,7488
134490,0.835,7492
134565,0.838,7496
134632,0.843,7500
134705,0.843,7504
134772,0.838,7508
134837,0.843,7512
134975,0.848,7520
135042,0.848,7524
135255,0.850,7536
135321,0.848,7540
135474,0.849,7548
135618,0.864,7556
135757,0.864,7564
135822,0.867,7568
136104,0.876,7584
136385,0.855,7600
136529,0.860,7608
136594,0.860,7612
136878,0.860,7628
137008,0.868,7636
137074,0.872,7640
137144,0.873,7644
137354,0.881,7656
137559,0.863,7668
137697,0.863,7676
138133,0.869,7700
138204,0.867,7704
138274,0.869,7708
138422,0.873,7716
138491,0.876,7720
138691,0.870,7732
138910,0.857,7744
138979,0.855,7748
139199,0.862,7760
139264,0.865,7764
139339,0.873,7768
139408,0.875,7772
139549,0.879,7780
139613,0.879,7784
