t,thrust_input,thrust_actual
31.61,0.0,0.0
31.61,0.0,0.0
31.61,0.0,0.0
31.61,0.0,0.0
31.61,0.0,0.0
31.61,0.0,0.0
31.61,0.0,0.0
31.61,0.0,0.0
31.621,0.0,0.0
31.621,0.0,0.0
31.621,0.0,0.0
31.621,0.0,0.0
31.621,0.0,0.0
31.621,0.0,0.0
31.63,0.0,0.0
31.63,0.0,0.0
31.63,0.0,0.0
31.63,0.0,0.0
31.63,0.0,0.0
31.63,0.0,0.0
31.63,0.0,0.0
31.63,0.0,0.0
31.639,0.0,0.0
31.639,0.0,0.0
31.639,0.0,0.0
31.639,0.0,0.0
31.639,0.0,0.0
31.639,0.0,0.0
31.639,0.0,0.0
31.648,0.0,0.0
31.648,0.0,0.0
31.648,0.0,0.0
31.648,0.0,0.0
31.648,0.0,0.0
31.648,0.0,0.0
31.648,0.0,0.0
31.648,0.0,0.0
31.659,0.0,0.0
31.659,0.0,0.0
31.659,0.0,0.0
31.659,0.0,0.0
31.659,0.0,0.0
31.659,0.0,0.0
31.659,0.0,0.0
31.659,0.0,0.0
31.67,0.0,0.0
31.67,0.0,0.0
31.67,0.0,0.0
31.67,0.0,0.0
31.67,0.0,0.0
31.67,0.0,0.0
31.67,0.0,0.0
31.679,0.0,0.0
31.679,0.0,0.0
31.679,0.0,0.0
31.679,0.0,0.0
31.679,0.0,0.0
31.679,0.0,0.0
31.689,0.0,0.0
31.689,0.0,0.0
31.689,0.0,0.0
31.689,0.0,0.0
31.689,0.0,0.0
31.689,0.0,0.0
31.7,0.0,0.0
31.7,0.0,0.0
31.7,0.0,0.0
31.7,0.0,0.0
31.7,0.0,0.0
31.7,0.0,0.0
31.7,0.0,0.0
31.7,0.0,0.0
31.7,0.0,0.0
31.7,0.0,0.0
31.7,0.0,0.0
31.709,0.0,0.0
31.709,0.0,0.0
31.709,0.0,0.0
31.709,0.0,0.0
31.709,0.0,0.0
31.709,0.0,0.0
31.709,0.0,0.0
31.709,0.0,0.0
31.72,0.0,0.0
31.72,0.0,0.0
31.72,0.0,0.0
31.72,0.0,0.0
31.72,0.0,0.0
31.72,0.0,0.0
31.72,0.0,0.0
31.729,0.0,0.0
31.729,0.0,0.0
31.729,0.0,0.0
31.729,0.0,0.0
31.729,0.0,0.0
31.729,0.0,0.0
31.729,0.0,0.0
31.739,0.0,0.0
31.739,0.0,0.0
31.739,0.0,0.0
31.739,0.0,0.0
31.739,0.0,0.0
31.739,0.0,0.0
31.749,0.0,0.0
31.749,0.0,0.0
31.749,0.0,0.0
31.749,0.0,0.0
31.76,0.0,0.0
31.76,0.0,0.0
31.76,0.0,0.0
31.76,0.0,0.0
31.76,0.0,0.0
31.76,0.0,0.0
31.76,0.0,0.0
31.76,0.0,0.0
31.76,0.0,0.0
31.76,0.0,0.0
31.76,0.0,0.0
31.773,0.0,0.0
31.78,0.0,0.0
31.78,0.0,0.0
31.78,0.0,0.0
31.78,0.0,0.0
31.789,0.0,0.0
31.789,0.0,0.0
31.789,0.0,0.0
31.789,0.0,0.0
31.789,0.0,0.0
31.789,0.0,0.0
31.789,0.0,0.0
31.789,0.0,0.0
31.799,0.0,0.0
31.799,0.0,0.0
31.799,0.0,0.0
31.799,0.0,0.0
31.799,0.0,0.0
31.799,0.0,0.0
31.799,0.0,0.0
31.799,0.0,0.0
31.81,0.0,0.0
31.81,0.0,0.0
31.81,0.0,0.0
31.81,0.0,0.0
31.81,0.0,0.0
31.81,0.0,0.0
31.81,0.0,0.0
31.81,0.0,0.0
31.81,0.0,0.0
31.81,0.0,0.0
31.821,0.0,0.0
31.821,0.0,0.0
31.821,0.0,0.0
31.821,0.0,0.0
31.821,0.0,0.0
31.829,0.0,0.0
31.829,0.0,0.0
31.829,0.0,0.0
31.829,0.0,0.0
31.829,0.0,0.0
31.829,0.0,0.0
31.829,0.0,0.0
31.829,0.0,0.0
31.839,0.0,0.0
31.839,0.0,0.0
31.839,0.0,0.0
31.839,0.0,0.0
31.839,0.0,0.0
31.839,0.0,0.0
31.839,0.0,0.0
31.85,0.0,0.0
31.85,0.0,0.0
31.85,0.0,0.0
31.85,0.0,0.0
31.85,0.0,0.0
31.85,0.0,0.0
31.86,0.0,0.0
31.86,0.0,0.0
31.86,0.0,0.0
31.86,0.0,0.0
31.86,0.0,0.0
31.86,0.0,0.0
31.86,0.0,0.0
31.86,0.0,0.0
31.86,0.0,0.0
31.86,0.0,0.0
31.871,0.0,0.0
31.871,0.0,0.0
31.871,0.0,0.0
31.871,0.0,0.0
31.871,0.0,0.0
31.871,0.0,0.0
31.871,0.0,0.0
31.88,0.0,0.0
31.88,0.0,0.0
31.88,0.0,0.0
31.88,0.0,0.0
31.88,0.0,0.0
31.88,0.0,0.0
31.88,0.0,0.0
31.889,0.0,0.0
31.889,0.0,0.0
31.889,0.0,0.0
31.889,0.0,0.0
31.889,0.0,0.0
31.889,0.0,0.0
31.889,0.0,0.0
31.889,0.0,0.0
31.889,0.0,0.0
31.889,0.0,0.0
31.9,0.0,0.0
31.9,0.0,0.0
31.9,0.0,0.0
31.9,0.0,0.0
31.909,0.0,0.0
31.909,0.0,0.0
31.909,0.0,0.0
31.909,0.0,0.0
31.909,0.0,0.0
31.909,0.0,0.0
31.909,0.0,0.0
31.909,0.0,0.0
31.909,0.0,0.0
31.909,0.0,0.0
31.921,0.0,0.0
31.921,0.0,0.0
31.921,0.0,0.0
31.921,0.0,0.0
31.921,0.0,0.0
31.921,0.0,0.0
31.921,0.0,0.0
31.921,0.0,0.0
31.921,0.0,0.0
31.93,0.0,0.0
31.93,0.0,0.0
31.93,0.0,0.0
31.93,0.0,0.0
31.93,0.0,0.0
31.93,0.0,0.0
31.94,0.0,0.0
31.94,0.0,0.0
31.94,0.0,0.0
31.94,0.0,0.0
31.94,0.0,0.0
31.94,0.0,0.0
31.94,0.0,0.0
31.94,0.0,0.0
31.95,0.0,0.0
31.95,0.0,0.0
31.95,0.0,0.0
31.95,0.0,0.0
31.95,0.0,0.0
31.95,0.0,0.0
31.95,0.0,0.0
31.95,0.0,0.0
31.95,0.0,0.0
31.959,0.0,0.0
31.959,0.0,0.0
31.959,0.0,0.0
31.959,0.0,0.0
31.959,0.0,0.0
31.959,0.0,0.0
31.959,0.0,0.0
31.959,0.0,0.0
31.959,0.0,0.0
31.97,0.0,0.0
31.97,0.0,0.0
31.97,0.0,0.0
31.97,0.0,0.0
31.97,0.0,0.0
31.97,0.0,0.0
31.97,0.0,0.0
31.979,0.0,0.0
31.979,0.0,0.0
31.979,0.0,0.0
31.979,0.0,0.0
31.979,0.0,0.0
31.979,0.0,0.0
31.979,0.0,0.0
31.979,0.0,0.0
31.979,0.0,0.0
31.99,0.0,0.0
31.99,0.0,0.0
31.99,0.0,0.0
31.99,0.0,0.0
31.99,0.0,0.0
31.99,0.0,0.0
31.99,0.0,0.0
31.99,0.0,0.0
31.99,0.0,0.0
31.999,0.0,0.0
31.999,0.0,0.0
31.999,0.0,0.0
31.999,0.0,0.0
31.999,0.0,0.0
31.999,0.0,0.0
31.999,0.0,0.0
31.999,0.0,0.0
31.999,0.0,0.0
31.999,0.0,0.0
32.01,0.0,0.0
32.01,0.0,0.0
32.01,0.0,0.0
32.01,0.0,0.0
32.01,0.0,0.0
32.01,0.0,0.0
32.01,0.0,0.0
32.01,0.0,0.0
32.01,0.0,0.0
32.01,0.0,0.0
32.01,0.0,0.0
32.021,0.0,0.0
32.021,0.0,0.0
32.021,0.0,0.0
32.021,0.0,0.0
32.021,0.0,0.0
32.021,0.0,0.0
32.021,0.0,0.0
32.03,0.0,0.0
32.03,0.0,0.0
32.03,0.0,0.0
32.03,0.0,0.0
32.03,0.0,0.0
32.03,0.0,0.0
32.03,0.0,0.0
32.03,0.0,0.0
32.03,0.0,0.0
32.039,0.0,0.0
32.039,0.0,0.0
32.039,0.0,0.0
32.039,0.0,0.0
32.039,0.0,0.0
32.039,0.0,0.0
32.039,0.0,0.0
32.039,0.0,0.0
32.05,0.0,0.0
32.05,0.0,0.0
32.05,0.0,0.0
32.05,0.0,0.0
32.05,0.0,0.0
32.05,0.0,0.0
32.05,0.0,0.0
32.05,0.0,0.0
32.05,0.0,0.0
32.05,0.0,0.0
32.057,0.0,0.0
32.057,0.0,0.0
32.057,0.0,0.0
32.057,0.0,0.0
32.057,0.0,0.0
32.057,0.0,0.0
32.057,0.0,0.0
32.057,0.0,0.0
32.057,0.0,0.0
32.071,0.0,0.0
32.071,0.0,0.0
32.071,0.0,0.0
32.071,0.0,0.0
32.071,0.0,0.0
32.071,0.0,0.0
32.071,0.0,0.0
32.071,0.0,0.0
32.079,0.0,0.0
32.079,0.0,0.0
32.079,0.0,0.0
32.079,0.0,0.0
32.079,0.0,0.0
32.079,0.0,0.0
32.079,0.0,0.0
32.079,0.0,0.0
32.089,0.0,0.0
32.089,0.0,0.0
32.089,0.0,0.0
32.089,0.0,0.0
32.089,0.0,0.0
32.089,0.0,0.0
32.089,0.0,0.0
32.089,0.0,0.0
32.089,0.0,0.0
32.099,0.0,0.0
32.099,0.0,0.0
32.099,0.0,0.0
32.099,0.0,0.0
32.099,0.0,0.0
32.099,0.0,0.0
32.099,0.0,0.0
32.099,0.0,0.0
32.099,0.0,0.0
32.109,0.0,0.0
32.109,0.0,0.0
32.109,0.0,0.0
32.109,0.0,0.0
32.109,0.0,0.0
32.109,0.0,0.0
32.109,0.0,0.0
32.109,0.0,0.0
32.109,0.0,0.0
32.12,0.0,0.0
32.12,0.0,0.0
32.12,0.0,0.0
32.12,0.0,0.0
32.12,0.0,0.0
32.12,0.0,0.0
32.12,0.0,0.0
32.12,0.0,0.0
32.12,0.0,0.0
32.129,0.0,0.0
32.129,0.0,0.0
32.129,0.0,0.0
32.129,0.0,0.0
32.129,0.0,0.0
32.129,0.0,0.0
32.139,0.0,0.0
32.139,0.0,0.0
32.139,0.0,0.0
32.139,0.0,0.0
32.139,0.0,0.0
32.139,0.0,0.0
32.139,0.0,0.0
32.139,0.0,0.0
32.149,0.0,0.0
32.149,0.0,0.0
32.149,0.0,0.0
32.149,0.0,0.0
32.149,0.0,0.0
32.149,0.0,0.0
32.149,0.0,0.0
32.149,0.0,0.0
32.149,0.0,0.0
32.16,0.0,0.0
32.16,0.0,0.0
32.16,0.0,0.0
32.16,0.0,0.0
32.16,0.0,0.0
32.16,0.0,0.0
32.16,0.0,0.0
32.16,0.0,0.0
32.16,0.0,0.0
32.171,0.0,0.0
32.171,0.0,0.0
32.171,0.0,0.0
32.171,0.0,0.0
32.171,0.0,0.0
32.171,0.0,0.0
32.171,0.0,0.0
32.171,0.0,0.0
32.179,0.0,0.0
32.179,0.0,0.0
32.179,0.0,0.0
32.179,0.0,0.0
32.179,0.0,0.0
32.179,0.0,0.0
32.189,0.0,0.0
32.189,0.0,0.0
32.189,0.0,0.0
32.189,0.0,0.0
32.189,0.0,0.0
32.189,0.0,0.0
32.189,0.0,0.0
32.189,0.0,0.0
32.199,0.0,0.0
32.199,0.0,0.0
32.199,0.0,0.0
32.199,0.0,0.0
32.199,0.0,0.0
32.199,0.0,0.0
32.199,0.0,0.0
32.199,0.0,0.0
32.208,0.0,0.0
32.208,0.0,0.0
32.208,0.0,0.0
32.208,0.0,0.0
32.208,0.0,0.0
32.208,0.0,0.0
32.208,0.0,0.0
32.208,0.0,0.0
32.208,0.0,0.0
32.208,0.0,0.0
32.221,0.0,0.0
32.221,0.0,0.0
32.221,0.0,0.0
32.221,0.0,0.0
32.221,0.0,0.0
32.221,0.0,0.0
32.229,0.0,0.0
32.229,0.0,0.0
32.229,0.0,0.0
32.229,0.0,0.0
32.229,0.0,0.0
32.229,0.0,0.0
32.229,0.0,0.0
32.239,0.0,0.0
32.239,0.0,0.0
32.239,0.0,0.0
32.239,0.0,0.0
32.239,0.0,0.0
32.239,0.0,0.0
32.239,0.0,0.0
32.239,0.0,0.0
32.239,0.0,0.0
32.249,0.0,0.0
32.249,0.0,0.0
32.249,0.0,0.0
32.249,0.0,0.0
32.249,0.0,0.0
32.249,0.0,0.0
32.249,0.0,0.0
32.249,0.0,0.0
32.26,0.0,0.0
32.26,0.0,0.0
32.26,0.0,0.0
32.26,0.0,0.0
32.26,0.0,0.0
32.26,0.0,0.0
32.26,0.0,0.0
32.26,0.0,0.0
32.26,0.0,0.0
32.27,0.0,0.0
32.27,0.0,0.0
32.27,0.0,0.0
32.27,0.0,0.0
32.27,0.0,0.0
32.27,0.0,0.0
32.28,0.0,0.0
32.28,0.0,0.0
32.28,0.0,0.0
32.28,0.0,0.0
32.28,0.0,0.0
32.28,0.0,0.0
32.28,0.0,0.0
32.28,0.0,0.0
32.289,0.0,0.0
32.289,0.0,0.0
32.289,0.0,0.0
32.289,0.0,0.0
32.289,0.0,0.0
32.289,0.0,0.0
32.289,0.0,0.0
32.289,0.0,0.0
32.289,0.0,0.0
32.299,0.0,0.0
32.299,0.0,0.0
32.299,0.0,0.0
32.299,0.0,0.0
32.299,0.0,0.0
32.299,0.0,0.0
32.299,0.0,0.0
32.299,0.0,0.0
32.309,0.0,0.0
32.309,0.0,0.0
32.309,0.0,0.0
32.309,0.0,0.0
32.309,0.0,0.0
32.309,0.0,0.0
32.309,0.0,0.0
32.309,0.0,0.0
32.309,0.0,0.0
32.309,0.0,0.0
32.324,0.0,0.0
32.324,0.0,0.0
32.324,0.0,0.0
32.324,0.0,0.0
32.324,0.0,0.0
32.328,0.0,0.0
32.328,0.0,0.0
32.328,0.0,0.0
32.328,0.0,0.0
32.328,0.0,0.0
32.328,0.0,0.0
32.328,0.0,0.0
32.328,0.0,0.0
32.339,0.0,0.0
32.339,0.0,0.0
32.339,0.0,0.0
32.339,0.0,0.0
32.339,0.0,0.0
32.339,0.0,0.0
32.339,0.0,0.0
32.339,0.0,0.0
32.35,0.0,0.0
32.35,0.0,0.0
32.35,0.0,0.0
32.35,0.0,0.0
32.35,0.0,0.0
32.35,0.0,0.0
32.35,0.0,0.0
32.359,0.0,0.0
32.359,0.0,0.0
32.359,0.0,0.0
32.359,0.0,0.0
32.359,0.0,0.0
32.359,0.0,0.0
32.399,0.0,0.0
32.409,0.0,0.0
32.409,0.0,0.0
32.409,0.0,0.0
32.409,0.0,0.0
32.409,0.0,0.0
32.409,0.0,0.0
32.409,0.0,0.0
32.409,0.0,0.0
32.421,0.0,0.0
32.421,0.0,0.0
32.421,0.0,0.0
32.421,0.0,0.0
32.421,0.0,0.0
32.421,0.0,0.0
32.421,0.0,0.0
32.421,0.0,0.0
32.429,0.0,0.0
32.429,0.0,0.0
32.429,0.0,0.0
32.429,0.0,0.0
32.429,0.0,0.0
32.429,0.0,0.0
32.429,0.0,0.0
32.429,0.0,0.0
32.439,0.0,0.0
32.439,0.0,0.0
32.439,0.0,0.0
32.439,0.0,0.0
32.439,0.0,0.0
32.439,0.0,0.0
32.439,0.0,0.0
32.439,0.0,0.0
32.439,0.0,0.0
32.45,0.0,0.0
32.45,0.0,0.0
32.45,0.0,0.0
32.45,0.0,0.0
32.46,0.0,0.0
32.46,0.0,0.0
32.46,0.0,0.0
32.46,0.0,0.0
32.46,0.0,0.0
32.46,0.0,0.0
32.46,0.0,0.0
32.46,0.0,0.0
32.46,0.0,0.0
32.471,0.0,0.0
32.471,0.0,0.0
32.471,0.0,0.0
32.471,0.0,0.0
32.471,0.0,0.0
32.471,0.0,0.0
32.471,0.0,0.0
32.479,0.0,0.0
32.479,0.0,0.0
32.479,0.0,0.0
32.479,0.0,0.0
32.479,0.0,0.0
32.479,0.0,0.0
32.479,0.0,0.0
32.479,0.0,0.0
32.49,0.0,0.0
32.49,0.0,0.0
32.49,0.0,0.0
32.49,0.0,0.0
32.49,0.0,0.0
32.49,0.0,0.0
32.49,0.0,0.0
32.49,0.0,0.0
32.49,0.0,0.0
32.499,0.0,0.0
32.499,0.0,0.0
32.499,0.0,0.0
32.499,0.0,0.0
32.499,0.0,0.0
32.499,0.0,0.0
32.499,0.0,0.0
32.499,0.0,0.0
32.509,0.0,0.0
32.509,0.0,0.0
32.509,0.0,0.0
32.509,0.0,0.0
32.509,0.0,0.0
32.509,0.0,0.0
32.509,0.0,0.0
32.509,0.0,0.0
32.509,0.0,0.0
32.522,0.0,0.0
32.522,0.0,0.0
32.522,0.0,0.0
32.522,0.0,0.0
32.522,0.0,0.0
32.522,0.0,0.0
32.529,0.0,0.0
32.529,0.0,0.0
32.529,0.0,0.0
32.529,0.0,0.0
32.529,0.0,0.0
32.529,0.0,0.0
32.529,0.0,0.0
32.529,0.0,0.0
32.529,0.0,0.0
32.529,0.0,0.0
32.539,0.0,0.0
32.539,0.0,0.0
32.539,0.0,0.0
32.539,0.0,0.0
32.539,0.0,0.0
32.539,0.0,0.0
32.539,0.0,0.0
32.539,0.0,0.0
32.55,0.0,0.0
32.55,0.0,0.0
32.55,0.0,0.0
32.55,0.0,0.0
32.55,0.0,0.0
32.55,0.0,0.0
32.55,0.0,0.0
32.55,0.0,0.0
32.559,0.0,0.0
32.559,0.0,0.0
32.559,0.0,0.0
32.559,0.0,0.0
32.559,0.0,0.0
32.559,0.0,0.0
32.559,0.0,0.0
32.559,0.0,0.0
32.559,0.0,0.0
32.571,0.0,0.0
32.571,0.0,0.0
32.571,0.0,0.0
32.571,0.0,0.0
32.571,0.0,0.0
32.579,0.0,0.0
32.579,0.0,0.0
32.579,0.0,0.0
32.579,0.0,0.0
32.579,0.0,0.0
32.579,0.0,0.0
32.579,0.0,0.0
32.579,0.0,0.0
32.579,0.0,0.0
32.59,0.0,0.0
32.59,0.0,0.0
32.59,0.0,0.0
32.59,0.0,0.0
32.59,0.0,0.0
32.59,0.0,0.0
32.59,0.0,0.0
32.59,0.0,0.0
32.59,0.0,0.0
32.59,0.0,0.0
32.599,0.0,0.0
32.599,0.0,0.0
32.599,0.0,0.0
32.599,0.0,0.0
32.599,0.0,0.0
32.61,0.0,0.0
32.61,0.0,0.0
32.61,0.0,0.0
32.61,0.0,0.0
32.61,0.0,0.0
32.61,0.0,0.0
32.61,0.0,0.0
32.61,0.0,0.0
32.61,0.0,0.0
32.61,0.0,0.0
32.621,0.0,0.0
32.621,0.0,0.0
32.621,0.0,0.0
32.621,0.0,0.0
32.621,0.0,0.0
32.621,0.0,0.0
32.629,0.0,0.0
32.629,0.0,0.0
32.629,0.0,0.0
32.629,0.0,0.0
32.629,0.0,0.0
32.629,0.0,0.0
32.629,0.0,0.0
32.629,0.0,0.0
32.639,0.0,0.0
32.639,0.0,0.0
32.639,0.0,0.0
32.639,0.0,0.0
32.639,0.0,0.0
32.639,0.0,0.0
32.639,0.0,0.0
32.65,0.0,0.0
32.65,0.0,0.0
32.65,0.0,0.0
32.65,0.0,0.0
32.65,0.0,0.0
32.65,0.0,0.0
32.65,0.0,0.0
32.65,0.0,0.0
32.65,0.0,0.0
32.65,0.0,0.0
32.66,0.0,0.0
32.66,0.0,0.0
32.66,0.0,0.0
32.66,0.0,0.0
32.66,0.0,0.0
32.66,0.0,0.0
32.66,0.0,0.0
32.67,0.0,0.0
32.67,0.0,0.0
32.67,0.0,0.0
32.67,0.0,0.0
32.67,0.0,0.0
32.67,0.0,0.0
32.67,0.0,0.0
32.679,0.0,0.0
32.679,0.0,0.0
32.679,0.0,0.0
32.679,0.0,0.0
32.679,0.0,0.0
32.679,0.0,0.0
32.689,0.0,0.0
32.689,0.0,0.0
32.689,0.0,0.0
32.689,0.0,0.0
32.689,0.0,0.0
32.689,0.0,0.0
32.689,0.0,0.0
32.689,0.0,0.0
32.689,0.0,0.0
32.699,0.0,0.0
32.699,0.0,0.0
32.699,0.0,0.0
32.699,0.0,0.0
32.699,0.0,0.0
32.699,0.0,0.0
32.699,0.0,0.0
32.699,0.0,0.0
32.699,0.0,0.0
32.71,0.0,0.0
32.71,0.0,0.0
32.71,0.0,0.0
32.71,0.0,0.0
32.71,0.0,0.0
32.71,0.0,0.0
32.71,0.0,0.0
32.71,0.0,0.0
32.71,0.0,0.0
32.71,0.0,0.0
32.71,0.0,0.0
32.721,0.0,0.0
32.721,0.0,0.0
32.721,0.0,0.0
32.721,0.0,0.0
32.721,0.0,0.0
32.721,0.0,0.0
32.721,0.0,0.0
32.729,0.0,0.0
32.729,0.0,0.0
32.729,0.0,0.0
32.729,0.0,0.0
32.729,0.0,0.0
32.729,0.0,0.0
32.74,0.0,0.0
32.74,0.0,0.0
32.74,0.0,0.0
32.74,0.0,0.0
32.74,0.0,0.0
32.74,0.0,0.0
32.74,0.0,0.0
32.749,0.0,0.0
32.749,0.0,0.0
32.749,0.0,0.0
32.749,0.0,0.0
32.749,0.0,0.0
32.749,0.0,0.0
32.749,0.0,0.0
32.749,0.0,0.0
32.749,0.0,0.0
32.759,0.0,0.0
32.759,0.0,0.0
32.759,0.0,0.0
32.759,0.0,0.0
32.759,0.0,0.0
32.759,0.0,0.0
32.77,0.0,0.0
32.77,0.0,0.0
32.77,0.0,0.0
32.77,0.0,0.0
32.779,0.0,0.0
32.779,0.0,0.0
32.779,0.0,0.0
32.779,0.0,0.0
32.779,0.0,0.0
32.779,0.0,0.0
32.779,0.0,0.0
32.779,0.0,0.0
32.79,0.0,0.0
32.79,0.0,0.0
32.79,0.0,0.0
32.79,0.0,0.0
32.79,0.0,0.0
32.79,0.0,0.0
32.79,0.0,0.0
32.79,0.0,0.0
32.799,0.0,0.0
32.799,0.0,0.0
32.799,0.0,0.0
32.799,0.0,0.0
32.799,0.0,0.0
32.799,0.0,0.0
32.799,0.0,0.0
32.81,0.0,0.0
32.81,0.0,0.0
32.81,0.0,0.0
32.81,0.0,0.0
32.81,0.0,0.0
32.81,0.0,0.0
32.81,0.0,0.0
32.81,0.0,0.0
32.81,0.0,0.0
32.81,0.0,0.0
32.81,0.0,0.0
32.82,0.0,0.0
32.82,0.0,0.0
32.82,0.0,0.0
32.82,0.0,0.0
32.82,0.0,0.0
32.82,0.0,0.0
32.82,0.0,0.0
32.829,0.0,0.0
32.829,0.0,0.0
32.829,0.0,0.0
32.829,0.0,0.0
32.829,0.0,0.0
32.829,0.0,0.0
32.829,0.0,0.0
32.829,0.0,0.0
32.839,0.0,0.0
32.839,0.0,0.0
32.839,0.0,0.0
32.839,0.0,0.0
32.839,0.0,0.0
32.839,0.0,0.0
32.839,0.0,0.0
32.839,0.0,0.0
32.839,0.0,0.0
32.839,0.0,0.0
32.849,0.0,0.0
32.849,0.0,0.0
32.849,0.0,0.0
32.849,0.0,0.0
32.849,0.0,0.0
32.849,0.0,0.0
32.849,0.0,0.0
32.849,0.0,0.0
32.849,0.0,0.0
32.86,0.0,0.0
32.86,0.0,0.0
32.86,0.0,0.0
32.86,0.0,0.0
32.86,0.0,0.0
32.86,0.0,0.0
32.86,0.0,0.0
32.86,0.0,0.0
32.871,0.0,0.0
32.871,0.0,0.0
32.871,0.0,0.0
32.871,0.0,0.0
32.871,0.0,0.0
32.871,0.0,0.0
32.871,0.0,0.0
32.879,0.0,0.0
32.879,0.0,0.0
32.879,0.0,0.0
32.879,0.0,0.0
32.879,0.0,0.0
32.879,0.0,0.0
32.879,0.0,0.0
32.879,0.0,0.0
32.89,0.0,0.0
32.89,0.0,0.0
32.89,0.0,0.0
32.89,0.0,0.0
32.89,0.0,0.0
32.89,0.0,0.0
32.89,0.0,0.0
32.89,0.0,0.0
32.899,0.0,0.0
32.899,0.0,0.0
32.899,0.0,0.0
32.899,0.0,0.0
32.899,0.0,0.0
32.899,0.0,0.0
32.899,0.0,0.0
32.899,0.0,0.0
32.899,0.0,0.0
32.899,0.0,0.0
32.91,0.0,0.0
32.91,0.0,0.0
32.91,0.0,0.0
32.91,0.0,0.0
32.91,0.0,0.0
32.91,0.0,0.0
32.91,0.0,0.0
32.91,0.0,0.0
32.921,0.0,0.0
32.921,0.0,0.0
32.921,0.0,0.0
32.921,0.0,0.0
32.93,0.0,0.0
32.93,0.0,0.0
32.93,0.0,0.0
32.93,0.0,0.0
32.93,0.0,0.0
32.93,0.0,0.0
32.93,0.0,0.0
32.93,0.0,0.0
32.93,0.0,0.0
32.94,0.0,0.0
32.94,0.0,0.0
32.94,0.0,0.0
32.94,0.0,0.0
32.94,0.0,0.0
32.94,0.0,0.0
32.949,0.0,0.0
32.949,0.0,0.0
32.949,0.0,0.0
32.949,0.0,0.0
32.949,0.0,0.0
32.949,0.0,0.0
32.949,0.0,0.0
32.949,0.0,0.0
32.959,0.0,0.0
32.959,0.0,0.0
32.959,0.0,0.0
32.959,0.0,0.0
32.959,0.0,0.0
32.959,0.0,0.0
32.959,0.0,0.0
32.959,0.0,0.0
32.959,0.0,0.0
32.971,0.0,0.0
32.971,0.0,0.0
32.971,0.0,0.0
32.971,0.0,0.0
32.971,0.0,0.0
32.98,0.0,0.0
32.98,0.0,0.0
32.98,0.0,0.0
32.98,0.0,0.0
32.98,0.0,0.0
32.989,0.0,0.0
32.989,0.0,0.0
32.989,0.0,0.0
32.989,0.0,0.0
32.989,0.0,0.0
32.989,0.0,0.0
32.989,0.0,0.0
33.0,0.0,0.0
33.0,0.0,0.0
33.0,0.0,0.0
33.0,0.0,0.0
33.0,0.0,0.0
33.0,0.0,0.0
33.01,0.0,0.0
33.01,0.0,0.0
33.01,0.0,0.0
33.01,0.0,0.0
33.01,0.0,0.0
33.01,0.0,0.0
33.01,0.0,0.0
33.01,0.0,0.0
33.01,0.0,0.0
33.021,0.0,0.0
33.021,0.0,0.0
33.021,0.0,0.0
33.021,0.0,0.0
33.021,0.0,0.0
33.021,0.0,0.0
33.029,0.0,0.0
33.029,0.0,0.0
33.029,0.0,0.0
33.029,0.0,0.0
33.029,0.0,0.0
33.029,0.0,0.0
33.029,0.0,0.0
33.029,0.0,0.0
33.029,0.0,0.0
33.029,0.0,0.0
33.029,0.0,0.0
33.039,0.0,0.0
33.039,0.0,0.0
33.039,0.0,0.0
33.039,0.0,0.0
33.039,0.0,0.0
33.039,0.0,0.0
33.05,0.0,0.0
33.05,0.0,0.0
33.05,0.0,0.0
33.05,0.0,0.0
33.05,0.0,0.0
33.05,0.0,0.0
33.05,0.0,0.0
33.05,0.0,0.0
33.059,0.0,0.0
33.059,0.0,0.0
33.059,0.0,0.0
33.059,0.0,0.0
33.059,0.0,0.0
33.059,0.0,0.0
33.059,0.0,0.0
33.059,0.0,0.0
33.059,0.0,0.0
33.071,0.0,0.0
33.071,0.0,0.0
33.071,0.0,0.0
33.071,0.0,0.0
33.071,0.0,0.0
33.071,0.0,0.0
33.071,0.0,0.0
33.079,0.0,0.0
33.079,0.0,0.0
33.079,0.0,0.0
33.079,0.0,0.0
33.079,0.0,0.0
33.079,0.0,0.0
33.079,0.0,0.0
33.079,0.0,0.0
33.09,0.0,0.0
33.09,0.0,0.0
33.09,0.0,0.0
33.09,0.0,0.0
33.09,0.0,0.0
33.09,0.0,0.0
33.09,0.0,0.0
33.09,0.0,0.0
33.1,0.0,0.0
33.1,0.0,0.0
33.1,0.0,0.0
33.1,0.0,0.0
33.1,0.0,0.0
33.1,0.0,0.0
33.1,0.0,0.0
33.1,0.0,0.0
33.11,0.0,0.0
33.11,0.0,0.0
33.11,0.0,0.0
33.11,0.0,0.0
33.11,0.0,0.0
33.11,0.0,0.0
33.11,0.0,0.0
33.11,0.0,0.0
33.12,0.0,0.0
33.12,0.0,0.0
33.12,0.0,0.0
33.12,0.0,0.0
33.12,0.0,0.0
33.12,0.0,0.0
33.12,0.0,0.0
33.12,0.0,0.0
33.12,0.0,0.0
33.12,0.0,0.0
33.129,0.0,0.0
33.129,0.0,0.0
33.129,0.0,0.0
33.129,0.0,0.0
33.129,0.0,0.0
33.129,0.0,0.0
33.129,0.0,0.0
33.129,0.0,0.0
33.139,0.0,0.0
33.139,0.0,0.0
33.139,0.0,0.0
33.139,0.0,0.0
33.139,0.0,0.0
