k_ep,k_run,alpha_mu,alpha_sig,mu,sigma,policy,t,x,y,z,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz,reward,flip_flag,impact_flag,n_rollouts,RREV,OF_x,OF_y,F_thrust,Mx,My,Mz,Error
3,6,,,,,,131.808,0.0,-0.0,1.985,0.88286,0.01503,-0.46858,0.02781,-0.095,-0.005,1.538,0.206,-14.019,0.733,,True,False,8,12.313,0.03,0.61,0.0,0.0,-3.243,0.0,
3,6,,,,,,131.84,-0.003,0.001,2.014,0.77382,0.02824,-0.63264,0.01311,-0.096,0.077,-0.139,2.861,-4.664,-3.311,,True,False,8,14.276,0.056,1.052,0.0,0.0,-3.243,0.0,
3,6,,,,,,131.874,-0.006,0.004,2.005,0.71567,0.01425,-0.69595,-0.05726,-0.074,0.139,-0.397,1.258,-4.193,-5.213,,True,True,8,-4.023,-1.135,1.145,0.0,0.0,-3.243,0.0,
3,6,,,,,,132.025,0.02,0.048,1.966,0.39923,-0.10396,-0.81666,-0.40357,0.418,0.5,-0.303,1.971,-7.823,-5.985,,True,True,8,-2.608,-3.719,-2.974,0.0,0.0,0.0,0.0,
3,6,,,,,,132.077,0.064,0.082,1.973,0.15638,-0.13424,-0.74289,-0.6369,0.385,0.262,0.042,-0.957,-2.717,-4.638,,True,True,8,-2.608,-3.719,-2.974,0.0,0.0,0.0,0.0,
3,6,,,,,,132.171,0.078,0.084,1.984,0.06457,-0.15997,-0.69583,-0.69718,0.161,0.0,-0.059,-2.989,0.267,-3.799,,True,True,8,0.35,-1.651,-2.75,0.0,0.0,0.0,0.0,
3,6,,,,,,132.22,0.078,0.074,1.981,0.03677,-0.22103,-0.70318,-0.67478,-0.035,-0.167,-0.24,-4.832,2.773,-3.063,,True,True,8,-2.079,1.464,0.377,0.0,0.0,0.0,0.0,
3,6,,,,,,132.371,0.025,0.026,1.966,0.13267,-0.48267,-0.78023,-0.37506,-0.358,-0.176,-0.094,-5.459,4.746,-0.536,,True,True,8,-1.084,1.778,2.81,0.0,0.0,0.0,0.0,
3,6,,,,,,132.605,0.015,0.042,1.968,0.16457,-0.56422,-0.6947,-0.41468,0.202,0.232,-0.222,-0.469,-1.349,-0.737,,True,True,8,-1.691,-1.755,-1.496,0.0,0.0,0.0,0.0,
3,6,,,,,,132.646,0.033,0.056,1.965,0.11454,-0.53203,-0.6534,-0.52621,0.319,0.222,-0.161,-0.85,-1.683,-0.764,,True,True,8,-1.691,-1.755,-1.496,0.0,0.0,0.0,0.0,
3,6,,,,,,132.711,0.043,0.06,1.966,0.08852,-0.51131,-0.63622,-0.57092,0.326,0.186,-0.121,-1.307,-1.413,-0.74,,True,True,8,-0.872,-1.348,-2.416,0.0,0.0,0.0,0.0,
3,6,,,,,,132.749,0.053,0.064,1.967,0.05875,-0.48666,-0.62077,-0.61185,0.296,0.126,-0.089,-1.95,-0.853,-0.725,,True,True,8,-0.872,-1.348,-2.416,0.0,0.0,0.0,0.0,
3,6,,,,,,132.813,0.067,0.062,1.972,-0.00569,-0.44713,-0.61988,-0.64481,0.076,-0.057,-0.135,-3.762,1.683,-0.742,,True,True,8,-0.861,0.157,-1.047,0.0,0.0,0.0,0.0,
3,6,,,,,,132.898,0.064,0.054,1.97,-0.01564,-0.462,-0.64938,-0.60384,-0.079,-0.129,-0.191,-4.406,3.335,-0.622,,True,True,8,-1.501,1.1,1.16,0.0,0.0,0.0,0.0,
3,6,,,,,,133.011,0.031,0.034,1.966,0.06282,-0.55044,-0.71306,-0.42967,-0.216,-0.054,-0.131,-3.431,4.134,0.205,,True,True,8,-1.001,0.474,1.648,0.0,0.0,0.0,0.0,
3,6,,,,,,133.151,0.018,0.038,1.968,0.12941,-0.57486,-0.69932,-0.40465,-0.015,0.107,-0.15,-1.579,1.49,0.307,,True,True,8,-1.115,-0.764,0.207,0.0,0.0,0.0,0.0,

3,6,[0 0],[0 0],[5.61 1.74],[0.48 0.05],[6.11 1.8  0.  ],,,,,,,,,0.0,0,2.65,,,,22.62,[   2.01  -37.08 -168.42],,,,,,,,,,Rollout Completed: Pitch Timeout
3,6,,,,,,131.662,0.006,0.0,1.688,1.0,1e-05,-0.00311,-5e-05,-0.012,0.0,2.655,0.0,0.048,0.0,,,,,6.4,0.029,0.029,0.0,0.0,-3.243,0.0,Flip Data
3,6,,,,,,131.823,-0.002,-0.0,2.013,0.80241,0.0154,-0.59552,0.0355,-0.123,-0.007,1.354,0.095,-15.967,0.71,True,True,[1],,28.399,0.12,14.168,,,,,Impact Data

3,7,,,,,,135.857,0.0,-0.0,0.413,1.0,0.0,-0.0,0.0,0.03,-0.0,2.662,0.001,-0.01,0.001,,False,False,8,1.637,0.0,-0.018,8.476,-0.002,0.021,-0.02,
3,7,,,,,,135.921,0.002,-0.0,0.584,1.0,-3e-05,-0.00253,6e-05,0.028,0.0,2.658,-0.001,-0.065,-0.001,,False,False,8,1.637,0.0,-0.018,8.511,0.0,0.004,0.002,
3,7,,,,,,136.041,0.004,0.0,0.82,0.99999,-3e-05,-0.00503,2e-05,0.022,0.0,2.656,0.0,-0.041,-0.001,,False,False,8,1.916,-0.0,-0.018,8.527,0.0,0.005,0.003,
3,7,,,,,,136.141,0.006,0.0,1.144,0.99998,-2e-05,-0.00614,-3e-05,0.008,0.0,2.655,0.0,0.004,-0.001,,False,False,8,3.105,-0.0,-0.004,8.53,0.0,0.005,0.003,
3,7,,,,,,136.217,0.006,0.0,1.37,0.99999,-0.0,-0.00542,-4e-05,-0.002,0.0,2.655,0.0,0.029,-0.0,,False,False,8,3.105,-0.0,-0.004,8.531,0.0,0.003,0.002,
3,7,,,,,,136.384,0.004,-0.0,1.755,0.97941,0.00952,-0.20134,0.01154,-0.039,-0.002,1.946,0.406,-8.921,0.55,,True,False,8,4.715,-0.0,0.014,0.0,0.0,-3.139,0.0,
3,7,,,,,,136.475,-0.003,-0.0,1.892,0.70559,0.02946,-0.70638,0.04808,-0.141,-0.011,1.157,0.466,-17.319,1.216,,True,False,8,5.809,0.011,0.21,0.0,0.0,0.0,0.0,
3,7,,,,,,136.498,-0.009,-0.001,1.928,0.43929,0.03127,-0.89548,0.06454,-0.138,-0.012,0.798,0.321,-17.716,0.922,,True,False,8,4.611,0.068,0.807,0.0,0.0,0.0,0.0,
3,7,,,,,,136.522,-0.012,-0.001,1.944,0.23995,0.02714,-0.96783,0.07068,-0.133,-0.011,0.569,0.308,-17.678,0.703,,True,False,8,3.8,0.072,0.851,0.0,0.0,0.0,0.0,
3,7,,,,,,136.546,-0.015,-0.001,1.955,0.03923,0.01989,-0.99637,0.0729,-0.131,-0.011,0.351,0.336,-17.643,0.524,,True,False,8,2.767,0.075,0.894,0.0,0.0,0.0,0.0,
3,7,,,,,,136.551,-0.015,-0.001,1.955,0.03042,0.01951,-0.99668,0.07292,-0.131,-0.011,0.341,0.337,-17.642,0.517,,True,False,8,2.767,0.075,0.894,0.0,0.0,0.0,0.0,
3,7,,,,,,136.6,-0.022,-0.002,1.96,-0.39803,-0.00496,-0.91502,0.06552,-0.137,-0.011,-0.134,0.467,-17.587,0.198,,True,False,8,0.204,0.078,0.963,0.0,0.0,0.0,0.0,
3,7,,,,,,136.61,-0.023,-0.002,1.958,-0.47686,-0.0109,-0.8767,0.06229,-0.139,-0.011,-0.23,0.504,-17.578,0.139,,True,False,8,-1.16,0.078,0.98,0.0,0.0,0.0,0.0,
3,7,,,,,,136.634,-0.026,-0.002,1.95,-0.64305,-0.02555,-0.76356,0.05296,-0.145,-0.011,-0.452,0.61,-17.561,0.004,,True,False,8,-3.023,0.076,0.973,0.0,0.0,0.0,0.0,
3,7,,,,,,136.638,-0.027,-0.002,1.948,-0.6759,-0.02888,-0.73469,0.05062,-0.147,-0.012,-0.501,0.638,-17.557,-0.025,,True,False,8,-3.023,0.076,0.973,0.0,0.0,0.0,0.0,
3,7,,,,,,136.749,-0.043,-0.004,1.843,-0.99196,-0.10255,0.07254,-0.01567,-0.165,-0.014,-1.528,1.697,-17.409,-0.122,,True,False,8,-5.722,0.061,0.757,0.0,0.0,0.0,0.0,
3,7,,,,,,136.884,-0.061,-0.005,1.596,-0.44765,-0.1606,0.87134,-0.12077,-0.138,-0.013,-2.683,1.739,-17.135,1.791,,True,False,8,-5.635,0.033,0.356,0.0,0.0,0.0,0.0,
3,7,,,,,,136.916,-0.069,-0.006,1.434,0.00845,-0.15204,0.97195,-0.17922,-0.131,-0.012,-3.206,0.453,-17.126,2.159,,True,False,8,-5.635,0.033,0.356,0.0,0.0,0.0,0.0,
3,7,,,,,,136.974,-0.076,-0.007,1.254,0.43425,-0.10706,0.86353,-0.23298,-0.139,-0.013,-3.701,-0.728,-17.199,1.358,,True,False,8,-4.551,0.016,0.175,0.0,0.0,0.0,0.0,
3,7,,,,,,137.08,-0.091,-0.008,0.825,0.93249,0.09931,0.20511,-0.28023,-0.165,-0.014,-4.706,0.19,-17.262,-1.344,,True,False,8,-3.657,0.011,0.127,0.0,0.0,0.0,0.0,
3,7,,,,,,137.138,-0.103,-0.009,0.454,0.85301,0.30142,-0.37182,-0.20802,-0.159,-0.015,-5.441,2.454,-17.092,-0.808,,True,False,8,-3.657,0.011,0.127,0.0,0.0,0.0,0.0,
3,7,,,,,,137.259,-0.121,-0.011,-0.316,0.03643,0.48964,-0.85529,0.16555,-0.131,-0.013,-6.667,1.226,-16.933,2.534,,True,False,8,-3.104,0.007,0.077,0.0,0.0,0.0,0.0,
3,7,,,,,,137.414,-0.143,-0.013,-1.401,-0.77967,0.08189,-0.23635,0.57405,-0.164,-0.014,-8.097,-0.525,-17.127,-0.317,,True,False,8,-2.633,0.005,0.051,0.0,0.0,0.0,0.0,
3,7,,,,,,137.477,-0.15,-0.013,-1.767,-0.80324,-0.13638,0.06684,0.57596,-0.166,-0.015,-8.54,0.383,-17.074,-0.805,,True,False,8,-2.197,0.004,0.042,0.0,0.0,0.0,0.0,
3,7,,,,,,137.597,-0.169,-0.015,-2.942,-0.28635,-0.64007,0.69052,0.17748,-0.135,-0.014,-9.798,1.737,-16.777,0.599,,True,False,8,-1.988,0.003,0.029,0.0,0.0,0.0,0.0,
3,7,,,,,,137.628,-0.176,-0.016,-3.413,0.02059,-0.68322,0.72731,-0.06167,-0.131,-0.013,-10.245,1.418,-16.724,1.064,,True,False,8,-1.776,0.002,0.023,0.0,0.0,0.0,0.0,
3,7,,,,,,137.762,-0.195,-0.018,-4.861,0.69643,-0.2983,0.25286,-0.60171,-0.16,-0.014,-11.535,0.45,-16.73,1.134,,True,False,8,-1.776,0.002,0.023,0.0,0.0,0.0,0.0,

3,7,[0 0],[0 0],[5.61 1.74],[0.48 0.05],[4.54 1.74 0.  ],,,,,,,,,0.0,0,2.65,,,,9.34,[    1.96 -1464.41 -1464.41],,,,,,,,,,Rollout Completed: Pitch Timeout
3,7,,,,,,136.283,0.006,0.0,1.545,0.99999,1e-05,-0.00424,-5e-05,-0.008,0.0,2.655,0.0,0.042,-0.0,,,,,4.715,0.014,0.014,0.0,0.0,-3.139,0.0,Flip Data
3,7,,,,,,131.823,-0.002,-0.0,2.013,0.80241,0.0154,-0.59552,0.0355,-0.123,-0.007,1.354,0.095,-15.967,0.71,False,False,[],,0.001,0.056,0.03,,,,,Impact Data

4,0,,,,,,141.02,0.001,-0.0,0.515,1.0,-2e-05,-0.00164,7e-05,0.029,0.0,2.663,-0.003,-0.087,0.001,,False,False,8,1.563,0.0,-0.018,8.486,-0.001,0.003,0.003,
4,0,,,,,,141.154,0.005,0.0,0.961,0.99998,-3e-05,-0.00587,-0.0,0.016,0.0,2.656,0.0,-0.021,-0.001,,False,False,8,1.971,-0.0,-0.018,8.521,0.0,0.005,0.003,
4,0,,,,,,141.242,0.006,0.0,1.16,0.99998,-2e-05,-0.00614,-3e-05,0.007,0.0,2.655,0.0,0.006,-0.001,,False,False,8,2.452,-0.0,-0.012,8.528,0.0,0.005,0.003,
4,0,,,,,,141.285,0.006,0.0,1.365,0.99999,-0.0,-0.00545,-4e-05,-0.002,0.0,2.655,0.0,0.028,-0.0,,False,False,8,3.357,-0.0,-0.001,8.53,0.0,0.003,0.002,
4,0,,,,,,141.345,0.006,0.0,1.529,0.99999,1e-05,-0.00436,-5e-05,-0.008,0.0,2.655,0.0,0.041,-0.0,,False,False,8,3.357,-0.0,-0.001,8.531,0.0,0.002,0.001,
4,0,,,,,,141.533,0.002,-0.0,1.922,0.94567,0.01605,-0.32415,0.01973,-0.063,-0.003,1.691,0.528,-11.083,0.75,,True,False,8,8.296,0.006,0.155,0.0,0.0,-2.928,0.0,
4,0,,,,,,141.536,0.002,-0.0,1.922,0.94567,0.01605,-0.32415,0.01973,-0.063,-0.003,1.691,0.528,-11.083,0.75,,True,False,8,8.296,0.006,0.155,0.0,0.0,-2.928,0.0,
4,0,,,,,,141.539,0.002,-0.0,1.922,0.94567,0.01605,-0.32415,0.01973,-0.063,-0.003,1.691,0.528,-11.083,0.75,,True,False,8,8.296,0.006,0.155,0.0,0.0,-2.928,0.0,
4,0,,,,,,141.541,0.002,-0.0,1.922,0.94567,0.01605,-0.32415,0.01973,-0.063,-0.003,1.691,0.528,-11.083,0.75,,True,False,8,8.296,0.006,0.155,0.0,0.0,-2.928,0.0,
4,0,,,,,,141.543,0.002,-0.0,1.922,0.94567,0.01605,-0.32415,0.01973,-0.063,-0.003,1.691,0.528,-11.083,0.75,,True,False,8,9.834,0.024,0.433,0.0,0.0,-2.928,0.0,
4,0,,,,,,141.572,-0.001,-0.0,1.978,0.84207,0.02662,-0.53754,0.03552,-0.107,-0.007,1.361,0.619,-14.507,1.098,,True,False,8,10.745,0.047,0.707,0.0,0.0,-2.928,0.0,
4,0,,,,,,141.593,-0.001,-0.0,1.984,0.82575,0.02781,-0.5621,0.03752,-0.112,-0.008,1.324,0.622,-14.872,1.138,,True,False,8,11.711,0.085,1.128,0.0,0.0,-2.928,0.0,
4,0,,,,,,141.605,-0.005,-0.001,2.016,0.68311,0.03587,-0.72772,0.0501,-0.186,-0.027,0.944,1.408,-11.086,0.467,,True,True,8,11.599,0.319,2.175,0.0,0.0,0.0,0.0,
4,0,,,,,,141.703,-0.009,-0.0,2.007,0.75425,0.04013,-0.65342,0.05045,0.139,0.018,-0.27,2.082,-7.129,1.934,,True,True,8,-2.379,-0.19,-1.889,0.0,0.0,0.0,0.0,
4,0,,,,,,141.73,0.01,0.002,1.995,0.60621,0.05188,-0.79255,0.04104,0.433,0.057,-0.345,0.254,-7.725,-1.002,,True,True,8,-2.379,-0.19,-1.889,0.0,0.0,0.0,0.0,
4,0,,,,,,141.841,0.064,0.009,1.995,0.18748,0.06422,-0.98012,0.00987,0.355,0.048,0.087,0.986,-6.667,-0.317,,True,True,8,0.181,-0.619,-4.282,0.0,0.0,0.0,0.0,
4,0,,,,,,141.947,0.074,0.01,2.004,0.08802,0.06936,-0.99368,0.00671,0.0,0.003,-0.062,0.335,-0.991,-0.227,,True,True,8,-1.322,0.107,0.842,0.0,0.0,0.0,0.0,
4,0,,,,,,141.966,0.03,0.004,1.989,0.45146,0.05915,-0.88984,0.02954,-0.475,-0.064,-0.065,-0.836,5.298,0.035,,True,True,8,-1.119,0.573,4.237,0.0,0.0,0.0,0.0,
4,0,,,,,,142.143,0.006,0.001,1.995,0.60883,0.05256,-0.79051,0.04073,-0.312,-0.042,0.071,-0.537,2.945,-0.023,,True,True,8,-1.119,0.573,4.237,0.0,0.0,0.0,0.0,
4,0,,,,,,142.224,-0.001,0.0,2.001,0.66524,0.04959,-0.74361,0.04525,0.043,0.005,-0.094,0.27,-2.731,0.011,,True,True,8,0.479,0.248,1.815,0.0,0.0,0.0,0.0,
4,0,,,,,,142.369,0.034,0.005,1.989,0.41386,0.06046,-0.9079,0.02803,0.373,0.052,-0.094,0.941,-7.66,-0.004,,True,True,8,-1.82,-0.301,-2.257,0.0,0.0,0.0,0.0,
4,0,,,,,,142.412,0.053,0.007,1.991,0.27849,0.06458,-0.95808,0.01881,0.285,0.041,0.003,0.744,-6.094,-0.028,,True,True,8,-0.136,-0.418,-2.951,0.0,0.0,0.0,0.0,
4,0,,,,,,142.538,0.058,0.008,1.995,0.2344,0.06604,-0.96977,0.01551,-0.164,-0.021,-0.142,-0.29,1.863,-0.079,,True,True,8,-0.858,0.035,0.403,0.0,0.0,0.0,0.0,
4,0,,,,,,142.618,0.037,0.005,1.989,0.40122,0.06142,-0.91354,0.02654,-0.34,-0.045,-0.099,-0.585,3.679,-0.059,,True,True,8,-0.957,0.405,3.047,0.0,0.0,0.0,0.0,
4,0,,,,,,142.665,0.016,0.002,1.992,0.54264,0.05598,-0.83731,0.03636,-0.269,-0.036,0.002,-0.417,2.284,-0.0,,True,True,8,-0.957,0.405,3.047,0.0,0.0,0.0,0.0,
4,0,,,,,,142.739,0.007,0.001,1.996,0.60697,0.05289,-0.79189,0.04116,-0.021,-0.003,-0.057,0.114,-1.539,0.023,,True,True,8,-0.011,0.205,1.526,0.0,0.0,0.0,0.0,
4,0,,,,,,142.894,0.008,0.001,1.996,0.60165,0.05314,-0.79594,0.04087,0.034,0.004,-0.084,0.244,-2.481,0.022,,True,True,8,-1.246,-0.214,-1.593,0.0,0.0,0.0,0.0,
4,0,,,,,,143.123,0.055,0.008,1.993,0.26212,0.06537,-0.96266,0.01757,-0.055,-0.006,-0.088,-0.027,-0.183,-0.059,,True,True,8,-1.058,0.19,1.492,0.0,0.0,0.0,0.0,

4,0,[0 0],[0 0],[5.94 1.77],[0.39 0.08],[5.76 1.62 0.  ],,,,,,,,,0.0,0,2.65,,,,24.61,[   2.02 -256.62 -275.18],,,,,,,,,,Rollout Completed: Pitch Timeout
4,0,,,,,,141.412,0.006,0.0,1.66,0.99999,2e-05,-0.00327,-5e-05,-0.011,0.0,2.655,0.0,0.047,0.0,,,,,5.956,0.025,0.025,0.0,0.0,-2.928,0.0,Flip Data
4,0,,,,,,141.599,-0.004,-0.001,2.012,0.70262,0.03475,-0.70895,0.05015,-0.156,-0.011,1.077,0.757,-16.165,1.15,True,True,[4 1],,19.033,2.659,5.065,,,,,Impact Data

4,1,,,,,,145.858,0.001,-0.0,0.496,1.0,-1e-05,-0.00133,6e-05,0.03,0.0,2.66,-0.003,-0.097,0.003,,False,False,8,0.828,0.002,0.002,8.496,0.005,0.007,-0.003,
4,1,,,,,,146.001,0.005,0.0,0.908,0.99998,-4e-05,-0.00559,-0.0,0.018,0.0,2.656,0.0,-0.029,-0.001,,False,False,8,2.203,-0.0,-0.016,8.528,0.0,0.005,0.003,
4,1,,,,,,146.161,0.006,0.0,1.372,0.99999,0.0,-0.0054,-5e-05,-0.002,0.0,2.655,0.001,0.029,-0.0,,False,False,8,2.906,-0.0,-0.007,8.531,0.0,0.004,0.002,
4,1,,,,,,146.248,0.006,0.0,1.611,0.99999,2e-05,-0.0037,-5e-05,-0.01,0.0,2.655,0.0,0.045,0.0,,False,False,8,4.272,-0.0,0.009,8.532,0.0,0.002,0.001,
4,1,,,,,,146.315,0.006,0.0,1.656,0.99999,3e-05,-0.00331,-5e-05,-0.011,0.0,2.655,0.0,0.046,0.0,,True,False,8,7.348,0.0,0.049,0.0,0.0,-3.36,0.0,
4,1,,,,,,146.383,0.003,0.0,1.915,0.96823,0.01252,-0.24932,0.01479,-0.053,-0.002,1.9,0.524,-10.438,0.683,,True,False,8,7.348,0.0,0.049,0.0,0.0,-3.36,0.0,
4,1,,,,,,146.384,0.003,0.0,1.915,0.96823,0.01252,-0.24932,0.01479,-0.053,-0.002,1.9,0.524,-10.438,0.683,,True,False,8,10.398,0.014,0.302,0.0,0.0,-3.36,0.0,
4,1,,,,,,146.388,0.003,0.0,1.915,0.96823,0.01252,-0.24932,0.01479,-0.053,-0.002,1.9,0.524,-10.438,0.683,,True,False,8,10.398,0.014,0.302,0.0,0.0,-3.36,0.0,
4,1,,,,,,146.39,0.002,-0.0,1.946,0.93926,0.01739,-0.34211,0.02109,-0.072,-0.004,1.758,0.618,-12.329,0.864,,True,False,8,11.061,0.021,0.403,0.0,0.0,-3.36,0.0,
4,1,,,,,,146.437,-0.002,-0.0,2.005,0.81458,0.03052,-0.57789,0.03965,-0.126,-0.01,1.431,0.777,-16.475,1.392,,True,False,8,13.662,0.065,0.946,0.0,0.0,-3.36,0.0,
4,1,,,,,,146.441,-0.002,-0.0,2.005,0.81458,0.03052,-0.57789,0.03965,-0.126,-0.01,1.431,0.777,-16.475,1.392,,True,True,8,13.662,0.065,0.946,0.0,0.0,-3.36,0.0,
4,1,,,,,,146.637,0.072,0.008,1.996,0.17483,0.05532,-0.98302,0.00664,0.303,0.035,0.082,0.618,-6.185,-0.082,,True,True,8,13.662,0.065,0.946,0.0,0.0,0.0,0.0,

4,1,[0 0],[0 0],[5.94 1.77],[0.39 0.08],[6.19 1.86 0.  ],,,,,,,,,0.0,0,2.65,,,,24.6,[   2.02 -198.86 -198.86],,,,,,,,,,Rollout Completed: Impact Timeout
4,1,,,,,,146.281,0.005,0.0,1.691,1.0,3e-05,-0.00301,-5e-05,-0.012,0.0,2.655,0.0,0.047,0.0,,,,,6.489,0.029,0.029,0.0,0.0,-3.36,0.0,Flip Data
4,1,,,,,,146.441,-0.003,-0.0,2.015,0.77863,0.03332,-0.62505,0.04397,-0.137,-0.011,1.365,0.789,-17.266,1.517,True,True,[4 1],,43.333,0.457,0.051,,,,,Impact Data

4,2,,,,,,149.499,0.001,-0.0,0.48,1.0,0.0,-0.00101,5e-05,0.03,-0.0,2.66,-0.002,-0.103,0.004,,False,False,8,1.708,-0.0,-0.019,14.025,0.0,-0.0,0.0,
4,2,,,,,,149.637,0.006,0.0,1.014,0.99998,-2e-05,-0.00603,-1e-05,0.014,0.0,2.656,0.0,-0.014,-0.001,,False,False,8,2.347,-0.0,-0.014,8.527,0.0,0.005,0.003,
4,2,,,,,,149.691,0.006,0.0,1.099,0.99998,-2e-05,-0.00615,-2e-05,0.01,0.0,2.655,0.0,-0.002,-0.001,,False,False,8,2.347,-0.0,-0.014,8.529,0.0,0.005,0.003,
4,2,,,,,,149.845,0.006,0.0,1.476,0.99999,0.0,-0.00475,-5e-05,-0.006,0.0,2.655,0.0,0.037,-0.0,,False,False,8,3.267,-0.0,-0.002,8.532,0.0,0.002,0.002,
4,2,,,,,,149.868,0.005,0.0,1.696,0.99999,0.00014,-0.00541,9e-05,-0.013,0.0,2.584,0.046,-0.909,0.052,,False,False,8,5.679,-0.0,0.023,8.532,0.0,0.001,0.001,
4,2,,,,,,150.034,0.003,0.0,1.877,0.9766,0.0087,-0.21452,0.01219,-0.045,-0.002,1.945,0.306,-9.536,0.553,,True,False,8,8.563,0.006,0.182,0.0,0.0,-3.273,0.0,
4,2,,,,,,150.059,0.0,-0.0,1.953,0.88983,0.01412,-0.45527,0.02702,-0.095,-0.005,1.581,0.216,-14.237,0.781,,True,False,8,11.463,0.049,0.901,0.0,0.0,-3.273,0.0,
4,2,,,,,,150.064,-0.001,-0.0,1.977,0.82794,0.01496,-0.55961,0.03364,-0.12,-0.007,1.436,0.145,-16.003,0.831,,True,False,8,11.463,0.049,0.901,0.0,0.0,-3.273,0.0,
4,2,,,,,,150.08,-0.003,-0.0,1.998,0.74446,0.01473,-0.66627,0.04051,-0.146,-0.009,1.285,0.063,-17.777,0.857,,True,False,8,12.699,0.089,1.466,0.0,0.0,-3.273,0.0,
4,2,,,,,,150.115,-0.01,0.002,2.016,0.67828,0.05071,-0.73238,0.03123,-0.448,0.13,-0.074,4.377,17.279,4.96,,True,True,8,12.699,0.089,1.466,0.0,0.0,0.0,0.0,
4,2,,,,,,150.209,-0.016,0.003,2.012,0.79224,0.09177,-0.60119,0.04993,-0.305,0.027,-0.18,-0.321,12.892,-0.538,,True,True,8,0.505,0.291,2.622,0.0,0.0,0.0,0.0,
4,2,,,,,,150.281,0.004,0.003,1.997,0.6198,0.04725,-0.78285,0.02749,0.391,0.04,-0.324,-0.819,-9.326,-2.897,,True,True,8,-3.212,-0.409,-3.792,0.0,0.0,0.0,0.0,
4,2,,,,,,150.446,0.035,0.005,1.99,0.39009,0.0614,-0.91843,0.02345,0.525,0.068,-0.089,0.975,-10.265,1.597,,True,True,8,0.709,-0.352,-3.706,0.0,0.0,0.0,0.0,

4,2,[0 0],[0 0],[5.94 1.77],[0.39 0.08],[5.85 1.82 0.  ],,,,,,,,,0.0,0,2.65,,,,24.6,[   2.02 -200.99 -201.2 ],,,,,,,,,,Rollout Completed: Impact Timeout
4,2,,,,,,149.913,0.006,0.0,1.667,0.99999,2e-05,-0.0032,-5e-05,-0.012,0.0,2.655,0.0,0.047,0.0,,,,,6.021,0.026,0.026,0.0,0.0,-3.273,0.0,Flip Data
4,2,,,,,,150.091,-0.005,-0.0,2.011,0.68009,0.01397,-0.73166,0.04414,-0.178,-0.013,1.171,0.725,-18.256,0.607,True,True,[4 1],,21.111,0.976,4.379,,,,,Impact Data

4,3,,,,,,153.26,0.001,0.0,0.498,1.0,-9e-05,-0.00092,7e-05,0.03,0.0,2.659,-0.008,-0.137,0.007,,False,False,8,1.653,-0.0,-0.019,8.499,0.011,0.047,-0.018,
4,3,,,,,,153.264,0.003,0.0,0.637,1.0,-0.00015,-0.00292,7e-05,0.028,0.0,2.657,0.002,-0.071,-0.001,,False,False,8,1.653,-0.0,-0.019,8.518,-0.002,0.009,0.001,
4,3,,,,,,153.375,0.004,0.0,0.738,0.99999,-0.00013,-0.00412,5e-05,0.025,0.0,2.656,0.001,-0.054,-0.001,,False,False,8,2.058,-0.0,-0.018,8.527,0.0,0.006,0.003,
4,3,,,,,,153.441,0.006,0.0,0.998,0.99998,-7e-05,-0.00594,1e-05,0.015,0.0,2.655,0.002,-0.019,-0.001,,False,False,8,2.058,-0.0,-0.018,8.53,0.0,0.005,0.003,
4,3,,,,,,153.528,0.007,0.0,1.301,0.99998,1e-05,-0.00587,-3e-05,0.002,0.001,2.655,0.001,0.02,-0.0,,False,False,8,2.808,-0.001,-0.009,8.531,0.0,0.004,0.003,
4,3,,,,,,153.627,0.006,0.0,1.537,0.99999,7e-05,-0.0045,-4e-05,-0.007,0.0,2.655,0.001,0.04,-0.0,,False,False,8,3.905,-0.001,0.004,8.532,0.0,0.003,0.002,
4,3,,,,,,153.799,0.002,0.0,1.909,0.91435,0.01216,-0.40405,0.02343,-0.081,-0.003,1.638,0.168,-13.09,0.689,,True,False,8,6.062,-0.001,0.03,0.0,0.0,-3.23,0.0,
4,3,,,,,,153.801,0.002,0.0,1.912,0.9089,0.01228,-0.41612,0.02416,-0.083,-0.004,1.62,0.158,-13.296,0.694,,True,False,8,8.635,0.019,0.445,0.0,0.0,-3.23,0.0,
4,3,,,,,,153.814,0.002,0.0,1.912,0.9089,0.01228,-0.41612,0.02416,-0.083,-0.004,1.62,0.158,-13.296,0.694,,True,False,8,8.635,0.019,0.445,0.0,0.0,-3.23,0.0,
4,3,,,,,,153.829,-0.001,-0.0,1.957,0.79387,0.01194,-0.60693,0.03557,-0.126,-0.006,1.346,-0.018,-16.367,0.703,,True,False,8,9.403,0.045,0.877,0.0,0.0,-3.23,0.0,
4,3,,,,,,153.853,-0.005,-0.0,1.987,0.64211,0.00781,-0.76528,0.04459,-0.151,-0.009,1.103,-0.173,-18.266,0.556,,True,False,8,9.83,0.08,1.391,0.0,0.0,-3.23,0.0,
4,3,,,,,,153.867,-0.006,-0.0,1.998,0.5695,0.00484,-0.82062,0.04716,-0.152,-0.006,0.995,0.171,-18.002,0.22,,True,False,8,9.83,0.08,1.391,0.0,0.0,0.0,0.0,
4,3,,,,,,153.879,-0.012,0.001,2.006,0.56227,0.0138,-0.82665,0.0178,-0.146,0.095,-0.284,-0.836,24.838,3.692,,True,True,8,9.83,0.08,1.391,0.0,0.0,0.0,0.0,
