Plane_Angle,V_angle,V_mag
45.0,57.857,5.2
45.0,57.857,3.486
45.0,58.378,4.629
45.0,58.5,2.629
45.0,58.696,2.914
45.0,58.846,3.422
45.0,59.062,4.057
45.0,59.143,4.343
45.0,60.0,4.914
45.0,60.0,1.2
45.0,60.0,2.343
45.0,60.0,2.533
45.0,60.0,3.771
45.0,60.0,4.756
45.0,60.0,5.2
45.0,60.811,4.629
45.0,61.071,3.486
45.0,61.2,3.2
45.0,61.714,4.343
45.0,61.875,2.057
45.0,61.875,4.057
45.0,62.143,5.2
45.0,62.308,4.914
45.0,62.308,1.771
45.0,62.609,2.914
45.0,63.0,1.644
45.0,63.0,2.629
45.0,63.0,3.771
45.0,63.0,3.867
45.0,63.0,5.2
45.0,63.243,4.629
45.0,64.286,5.2
45.0,64.286,3.486
45.0,64.286,4.343
45.0,64.615,4.914
45.0,64.688,4.057
45.0,64.688,4.311
45.0,64.8,3.2
45.0,65.0,2.343
45.0,65.455,1.486
45.0,65.455,2.978
45.0,65.676,4.629
45.0,66.0,3.771
45.0,66.429,5.2
45.0,66.522,2.914
45.0,66.857,4.343
45.0,66.923,4.914
45.0,67.5,2.057
45.0,67.5,2.629
45.0,67.5,3.486
45.0,67.5,4.057
45.0,67.5,4.756
45.0,68.108,4.629
45.0,68.4,3.2
45.0,68.571,5.2
45.0,69.0,3.771
45.0,69.231,1.771
45.0,69.231,4.914
45.0,69.231,3.422
45.0,69.429,4.343
45.0,69.75,5.2
45.0,70.0,1.2
45.0,70.0,2.343
45.0,70.312,4.057
45.0,70.435,2.914
45.0,70.541,4.629
45.0,70.714,2.089
45.0,70.714,5.2
45.0,70.714,3.486
45.0,71.538,4.914
45.0,72.0,2.629
45.0,72.0,3.2
45.0,72.0,3.771
45.0,72.0,3.867
45.0,72.0,4.343
45.0,72.857,5.2
45.0,72.973,4.629
45.0,73.125,2.057
45.0,73.125,4.057
45.0,73.125,4.311
45.0,73.636,1.486
45.0,73.846,4.914
45.0,73.929,3.486
45.0,74.348,2.914
45.0,74.571,4.343
45.0,75.0,2.343
45.0,75.0,2.533
45.0,75.0,3.771
45.0,75.0,4.756
45.0,75.0,5.2
45.0,75.405,4.629
45.0,75.6,3.2
45.0,75.938,4.057
45.0,76.154,4.914
45.0,76.154,1.771
45.0,76.5,2.629
45.0,76.5,5.2
45.0,77.143,3.486
45.0,77.143,5.2
45.0,77.143,4.343
45.0,77.727,2.978
45.0,77.838,4.629
45.0,78.0,3.771
45.0,78.261,2.914
45.0,78.462,4.914
45.0,78.75,2.057
45.0,78.75,4.057
45.0,79.2,3.2
45.0,79.286,5.2
45.0,79.615,3.422
45.0,79.714,4.343
45.0,80.0,1.2
45.0,80.0,2.343
45.0,80.27,4.629
45.0,80.357,3.486
45.0,80.769,4.914
45.0,81.0,2.629
45.0,81.0,3.771
45.0,81.0,3.867
45.0,81.429,5.2
45.0,81.562,4.057
45.0,81.562,4.311
45.0,81.818,1.486
45.0,82.174,2.914
45.0,82.286,4.343
45.0,82.5,4.756
45.0,82.703,4.629
45.0,82.8,3.2
45.0,83.077,4.914
45.0,83.077,1.771
45.0,83.25,5.2
45.0,83.571,3.486
45.0,83.571,5.2
45.0,84.0,3.771
45.0,84.375,2.057
45.0,84.375,4.057
45.0,84.857,4.343
45.0,85.0,2.343
45.0,85.135,4.629
45.0,85.385,4.914
45.0,85.5,2.629
45.0,85.714,5.2
45.0,86.087,2.914
45.0,86.4,3.2
45.0,86.786,3.486
45.0,87.0,3.771
45.0,87.188,4.057
45.0,87.429,4.343
45.0,87.568,4.629
45.0,87.692,4.914
45.0,87.857,5.2
45.0,90.0,1.2
45.0,90.0,1.2
45.0,90.0,1.486
45.0,90.0,1.644
45.0,90.0,1.771
45.0,90.0,2.057
45.0,90.0,2.089
45.0,90.0,2.343
45.0,90.0,2.533
45.0,90.0,2.629
45.0,90.0,2.914
45.0,90.0,2.978
45.0,90.0,3.2
45.0,90.0,3.422
45.0,90.0,3.486
45.0,90.0,3.771
45.0,90.0,3.867
45.0,90.0,4.057
45.0,90.0,4.311
45.0,90.0,4.343
45.0,90.0,4.629
45.0,90.0,4.756
45.0,90.0,4.914
45.0,90.0,5.2
45.0,90.0,5.2
