Plane_Angle,V_angle,V_mag
90.0,20.0,3.422
90.0,20.571,4.343
90.0,20.769,4.914
90.0,20.769,1.771
90.0,20.769,2.533
90.0,20.769,4.756
90.0,21.0,3.771
90.0,21.429,5.2
90.0,21.429,3.867
90.0,21.6,3.2
90.0,21.724,5.2
90.0,21.892,4.629
90.0,22.5,1.644
90.0,22.5,2.057
90.0,22.5,2.629
90.0,22.5,2.978
90.0,22.5,3.486
90.0,22.5,4.057
90.0,22.5,4.311
90.0,23.077,4.914
90.0,23.143,4.343
90.0,23.478,2.914
90.0,23.571,5.2
90.0,24.0,3.771
90.0,24.324,4.629
90.0,24.545,1.486
90.0,24.545,2.089
90.0,25.0,2.343
90.0,25.2,3.2
90.0,25.312,4.057
90.0,25.385,4.914
90.0,25.714,3.486
90.0,25.714,4.343
90.0,25.714,5.2
90.0,26.757,4.629
90.0,27.0,2.629
90.0,27.0,3.771
90.0,27.391,2.914
90.0,27.692,4.914
90.0,27.692,1.771
90.0,27.692,4.756
90.0,27.857,5.2
90.0,27.931,5.2
90.0,28.125,2.057
90.0,28.125,4.057
90.0,28.286,4.343
90.0,28.8,3.2
90.0,28.929,3.486
90.0,29.189,4.629
90.0,30.0,4.914
90.0,30.0,1.2
90.0,30.0,1.2
90.0,30.0,2.343
90.0,30.0,3.422
90.0,30.0,3.771
90.0,30.0,3.867
90.0,30.0,4.311
90.0,30.0,5.2
90.0,30.857,4.343
90.0,30.938,4.057
90.0,31.304,2.914
90.0,31.5,2.629
90.0,31.622,4.629
90.0,32.143,5.2
90.0,32.143,3.486
90.0,32.308,4.914
90.0,32.4,3.2
90.0,32.727,1.486
90.0,33.0,3.771
90.0,33.429,4.343
90.0,33.75,2.057
90.0,33.75,2.978
90.0,33.75,4.057
90.0,34.054,4.629
90.0,34.138,5.2
90.0,34.286,5.2
90.0,34.615,1.771
90.0,34.615,2.533
90.0,34.615,4.756
90.0,34.615,4.914
90.0,35.0,2.343
90.0,35.217,2.914
90.0,35.357,3.486
90.0,36.0,2.629
90.0,36.0,3.2
90.0,36.0,3.771
90.0,36.0,4.343
90.0,36.429,5.2
90.0,36.486,4.629
90.0,36.562,4.057
90.0,36.923,4.914
90.0,37.5,4.311
90.0,38.571,3.867
90.0,38.571,3.486
90.0,38.571,5.2
90.0,38.571,4.343
90.0,38.919,4.629
90.0,39.0,3.771
90.0,39.13,2.914
90.0,39.231,4.914
90.0,39.375,2.057
90.0,39.375,4.057
90.0,39.6,3.2
90.0,40.0,1.2
90.0,40.0,2.343
90.0,40.0,3.422
90.0,40.345,5.2
90.0,40.5,2.629
90.0,40.714,5.2
90.0,40.909,1.486
90.0,40.909,2.089
90.0,41.143,4.343
90.0,41.351,4.629
90.0,41.538,4.914
90.0,41.538,1.771
90.0,41.538,4.756
90.0,41.786,3.486
90.0,42.0,3.771
90.0,42.188,4.057
90.0,42.857,5.2
90.0,43.043,2.914
90.0,43.2,3.2
90.0,43.714,4.343
90.0,43.784,4.629
90.0,43.846,4.914
90.0,45.0,1.644
90.0,45.0,2.057
90.0,45.0,2.343
90.0,45.0,2.629
90.0,45.0,2.978
90.0,45.0,3.486
90.0,45.0,3.771
90.0,45.0,4.057
90.0,45.0,4.311
90.0,45.0,5.2
90.0,46.154,4.914
90.0,46.216,4.629
90.0,46.286,4.343
90.0,46.552,5.2
90.0,46.8,3.2
90.0,46.957,2.914
90.0,47.143,3.867
90.0,47.143,5.2
90.0,47.812,4.057
90.0,48.0,3.771
90.0,48.214,3.486
90.0,48.462,2.533
90.0,48.462,4.756
90.0,48.462,4.914
90.0,48.462,1.771
90.0,48.649,4.629
90.0,48.857,4.343
90.0,49.091,1.486
90.0,49.286,5.2
90.0,49.5,2.629
90.0,50.0,1.2
90.0,50.0,2.343
90.0,50.0,3.422
90.0,50.4,3.2
90.0,50.625,2.057
90.0,50.625,4.057
90.0,50.769,4.914
90.0,50.87,2.914
90.0,51.0,3.771
90.0,51.081,4.629
90.0,51.429,3.486
90.0,51.429,4.343
90.0,51.429,5.2
90.0,52.5,4.311
90.0,52.759,5.2
90.0,53.077,4.914
90.0,53.438,4.057
90.0,53.514,4.629
90.0,53.571,5.2
90.0,54.0,2.629
90.0,54.0,3.2
90.0,54.0,3.771
90.0,54.0,4.343
90.0,54.643,3.486
90.0,54.783,2.914
90.0,55.0,2.343
90.0,55.385,4.914
90.0,55.385,1.771
90.0,55.385,4.756
90.0,55.714,5.2
90.0,55.714,3.867
90.0,55.946,4.629
90.0,56.25,2.057
90.0,56.25,2.978
90.0,56.25,4.057
90.0,56.571,4.343
90.0,57.0,3.771
90.0,57.273,1.486
90.0,57.273,2.089
90.0,57.6,3.2
90.0,57.692,4.914
90.0,57.857,5.2
90.0,57.857,3.486
90.0,58.378,4.629
90.0,58.5,2.629
90.0,58.696,2.914
90.0,58.966,5.2
90.0,59.062,4.057
90.0,59.143,4.343
90.0,60.0,4.914
90.0,60.0,1.2
90.0,60.0,1.2
90.0,60.0,2.343
90.0,60.0,3.422
90.0,60.0,3.771
90.0,60.0,4.311
90.0,60.0,5.2
90.0,60.811,4.629
90.0,61.071,3.486
90.0,61.2,3.2
90.0,61.714,4.343
90.0,61.875,2.057
90.0,61.875,4.057
90.0,62.143,5.2
90.0,62.308,4.914
90.0,62.308,1.771
90.0,62.308,2.533
90.0,62.308,4.756
90.0,62.609,2.914
90.0,63.0,2.629
90.0,63.0,3.771
90.0,63.243,4.629
90.0,64.286,3.867
90.0,64.286,5.2
90.0,64.286,3.486
90.0,64.286,4.343
90.0,64.615,4.914
90.0,64.688,4.057
90.0,64.8,3.2
90.0,65.0,2.343
90.0,65.172,5.2
90.0,65.455,1.486
90.0,65.676,4.629
90.0,66.0,3.771
90.0,66.429,5.2
90.0,66.522,2.914
90.0,66.857,4.343
90.0,66.923,4.914
90.0,67.5,1.644
90.0,67.5,2.057
90.0,67.5,2.629
90.0,67.5,2.978
90.0,67.5,3.486
90.0,67.5,4.057
90.0,67.5,4.311
90.0,68.108,4.629
90.0,68.4,3.2
90.0,68.571,5.2
90.0,69.0,3.771
90.0,69.231,1.771
90.0,69.231,4.756
90.0,69.231,4.914
90.0,69.429,4.343
90.0,70.0,1.2
90.0,70.0,2.343
90.0,70.0,3.422
90.0,70.312,4.057
90.0,70.435,2.914
90.0,70.541,4.629
90.0,70.714,5.2
90.0,70.714,3.486
90.0,71.379,5.2
90.0,71.538,4.914
90.0,72.0,2.629
90.0,72.0,3.2
90.0,72.0,3.771
90.0,72.0,4.343
90.0,72.857,3.867
90.0,72.857,5.2
90.0,72.973,4.629
90.0,73.125,2.057
90.0,73.125,4.057
90.0,73.636,2.089
90.0,73.636,1.486
90.0,73.846,4.914
90.0,73.929,3.486
90.0,74.348,2.914
90.0,74.571,4.343
90.0,75.0,2.343
90.0,75.0,3.771
90.0,75.0,4.311
90.0,75.0,5.2
90.0,75.405,4.629
90.0,75.6,3.2
90.0,75.938,4.057
90.0,76.154,4.914
90.0,76.154,1.771
90.0,76.154,2.533
90.0,76.154,4.756
90.0,76.5,2.629
90.0,77.143,3.486
90.0,77.143,5.2
90.0,77.143,4.343
90.0,77.586,5.2
90.0,77.838,4.629
90.0,78.0,3.771
90.0,78.261,2.914
90.0,78.462,4.914
90.0,78.75,2.057
90.0,78.75,2.978
90.0,78.75,4.057
90.0,79.2,3.2
90.0,79.286,5.2
90.0,79.714,4.343
90.0,80.0,1.2
90.0,80.0,2.343
90.0,80.0,3.422
