Plane_Angle,V_angle,V_mag
0.0,59.231,3.422
0.0,59.524,5.2
0.0,59.73,4.629
0.0,60.0,2.057
0.0,60.0,4.057
0.0,60.0,4.311
0.0,60.286,4.343
0.0,60.667,3.771
0.0,60.909,1.486
0.0,60.909,2.978
0.0,61.2,3.2
0.0,61.282,4.914
0.0,61.429,5.2
0.0,61.429,3.486
0.0,61.892,4.629
0.0,62.0,2.629
0.0,62.0,5.2
0.0,62.174,2.914
0.0,62.5,4.057
0.0,62.571,4.343
0.0,63.333,3.771
0.0,63.333,3.867
0.0,63.333,4.914
0.0,63.333,5.2
0.0,63.333,1.2
0.0,63.333,2.343
0.0,63.333,2.533
0.0,63.333,4.756
0.0,64.054,4.629
0.0,64.286,3.486
0.0,64.4,3.2
0.0,64.857,4.343
0.0,65.0,2.057
0.0,65.0,4.057
0.0,65.0,4.311
0.0,65.238,5.2
0.0,65.385,1.771
0.0,65.385,3.422
0.0,65.385,4.914
0.0,65.652,2.914
0.0,66.0,2.629
0.0,66.0,3.771
0.0,66.0,5.2
0.0,66.216,4.629
0.0,67.143,2.089
0.0,67.143,3.486
0.0,67.143,4.343
0.0,67.143,5.2
0.0,67.436,4.914
0.0,67.5,4.057
0.0,67.6,3.2
0.0,67.778,2.343
0.0,67.778,4.756
0.0,68.182,1.486
0.0,68.182,2.978
0.0,68.378,4.629
0.0,68.667,3.771
0.0,68.667,3.867
0.0,69.048,5.2
0.0,69.13,2.914
0.0,69.429,4.343
0.0,69.487,4.914
0.0,70.0,1.2
0.0,70.0,2.057
0.0,70.0,2.629
0.0,70.0,3.486
0.0,70.0,4.057
0.0,70.0,4.311
0.0,70.0,5.2
0.0,70.541,4.629
0.0,70.8,3.2
0.0,70.952,5.2
0.0,71.333,3.771
0.0,71.538,4.914
0.0,71.538,1.771
0.0,71.538,3.422
0.0,71.714,4.343
0.0,72.222,1.2
0.0,72.222,2.343
0.0,72.222,2.533
0.0,72.222,4.756
0.0,72.5,4.057
0.0,72.609,2.914
0.0,72.703,4.629
0.0,72.857,3.486
0.0,72.857,5.2
0.0,73.59,4.914
0.0,74.0,1.644
0.0,74.0,2.629
0.0,74.0,3.2
0.0,74.0,3.771
0.0,74.0,3.867
0.0,74.0,4.343
0.0,74.0,5.2
0.0,74.762,5.2
0.0,74.865,4.629
0.0,75.0,2.057
0.0,75.0,4.057
0.0,75.0,4.311
0.0,75.455,1.486
0.0,75.455,2.978
0.0,75.641,4.914
0.0,75.714,3.486
0.0,76.087,2.914
0.0,76.286,4.343
0.0,76.667,3.771
0.0,76.667,5.2
0.0,76.667,2.343
0.0,76.667,4.756
0.0,77.027,4.629
0.0,77.2,3.2
0.0,77.5,4.057
0.0,77.692,4.914
0.0,77.692,1.771
0.0,77.692,3.422
0.0,78.0,2.629
0.0,78.0,5.2
0.0,78.571,2.089
0.0,78.571,3.486
0.0,78.571,4.343
0.0,78.571,5.2
0.0,79.189,4.629
0.0,79.333,3.771
0.0,79.333,3.867
0.0,79.565,2.914
0.0,79.744,4.914
0.0,80.0,2.057
0.0,80.0,4.057
0.0,80.0,4.311
0.0,80.4,3.2
0.0,80.476,5.2
0.0,80.857,4.343
0.0,81.111,1.2
0.0,81.111,2.343
0.0,81.111,2.533
0.0,81.111,4.756
0.0,81.351,4.629
0.0,81.429,3.486
0.0,81.795,4.914
0.0,82.0,2.629
0.0,82.0,3.771
0.0,82.0,5.2
0.0,82.381,5.2
0.0,82.5,4.057
0.0,82.727,1.486
0.0,82.727,2.978
0.0,83.043,2.914
0.0,83.143,4.343
0.0,83.514,4.629
0.0,83.6,3.2
0.0,83.846,4.914
0.0,83.846,1.771
0.0,83.846,3.422
0.0,84.286,5.2
0.0,84.286,3.486
0.0,84.667,3.771
0.0,84.667,3.867
0.0,85.0,2.057
0.0,85.0,4.057
0.0,85.0,4.311
0.0,85.429,4.343
0.0,85.556,2.343
0.0,85.556,4.756
0.0,85.676,4.629
0.0,85.897,4.914
0.0,86.0,2.629
0.0,86.0,5.2
0.0,86.19,5.2
0.0,86.522,2.914
0.0,86.8,3.2
0.0,87.143,3.486
0.0,87.333,3.771
0.0,87.5,4.057
0.0,87.714,4.343
0.0,87.838,4.629
0.0,87.949,4.914
0.0,88.095,5.2
0.0,90.0,1.2
0.0,90.0,1.2
0.0,90.0,1.486
0.0,90.0,1.644
0.0,90.0,1.771
0.0,90.0,2.057
0.0,90.0,2.089
0.0,90.0,2.343
0.0,90.0,2.533
0.0,90.0,2.629
0.0,90.0,2.914
0.0,90.0,2.978
0.0,90.0,3.2
0.0,90.0,3.422
0.0,90.0,3.486
0.0,90.0,3.771
0.0,90.0,3.867
0.0,90.0,4.057
0.0,90.0,4.311
0.0,90.0,4.343
0.0,90.0,4.629
0.0,90.0,4.756
0.0,90.0,4.914
0.0,90.0,5.2
0.0,90.0,5.2
