vel_IC,phi_IC,trial_num,vx,vz,mu_0,sigma_0,RREV_threshold,RREV_sig,My_d,My_d_sig,landing_rate_4_leg,landing_rate_2_leg,RREV_flip_mean,RREV_flip_std,OF_y_flip_mean,OF_y_flip_std,flip_height_mean,flip_height_std,flip_vz_mean,flip_vz_std,impact_force_x_mean,impact_force_x_std,impact_force_z_mean,impact_force_z_std,impact_vx_mean,impact_vx_std,impact_vz_mean,impact_vz_std,impact_eul_mean,impact_eul_std,t_delta_mean,t_delta_std
3.0,82.5,3,0.39,2.97,[5.48 7.44],[2. 2.],4.72,0.0,7.93,0.0,0.9792,0.0,4.8323,0.0565,-0.6147,0.0075,1.4686,0.0087,2.97,0.0,2.6789,0.722,5.7933,1.1694,-0.048,0.0297,1.2802,0.8472,158.0922,15.7517,-0.5193,1.2634
3.0,82.5,4,0.39,2.97,[4.8  4.43],[2. 2.],4.84,0.0,9.37,0.01,1.0,0.0,4.9554,0.0655,-0.6303,0.009,1.5006,0.008,2.97,0.0,3.0695,0.9282,7.0478,1.9528,-0.0715,0.0407,1.3746,0.9912,154.4933,18.9972,-0.6264,1.2897
3.0,82.5,5,0.39,2.97,[5.61 4.59],[2. 2.],5.03,0.0,9.59,0.02,0.9167,0.0625,5.1533,0.0723,-0.6562,0.0094,1.5215,0.0116,2.97,0.0,2.1397,0.3905,10.8124,2.6467,-0.0998,0.0377,2.0269,0.5958,126.4453,17.6635,-0.0102,0.7166
3.0,82.5,6,0.39,2.97,[4.65 3.4 ],[2. 2.],4.67,0.0,8.41,0.0,0.9375,0.0625,4.7766,0.0557,-0.6074,0.0074,1.4753,0.0072,2.97,0.0,3.2412,0.7646,6.2367,1.1946,-0.0523,0.031,1.673,0.487,158.2756,10.359,0.0285,0.7132
3.0,82.5,7,0.39,2.97,[5.67 6.42],[2. 2.],4.67,0.03,6.79,0.01,1.0,0.0,4.7916,0.0817,-0.6089,0.0107,1.4789,0.0117,2.97,0.0,2.1981,0.6243,5.8943,1.9757,-0.0237,0.0213,1.5452,0.4451,143.6447,15.8676,0.0456,0.6998
3.0,90.0,0,0.0,3.0,[3.07 4.18],[2. 2.],4.67,0.0,8.28,0.04,1.0,0.0,4.8046,0.0618,0.0213,0.0005,1.4615,0.0081,2.995,0.0,2.0893,0.528,5.0211,1.0583,-0.2771,0.2249,0.9382,0.9761,167.478,12.3056,-1.0358,1.4254
3.0,90.0,1,0.0,3.0,[4.9  7.07],[2. 2.],4.52,0.0,6.54,0.04,0.9583,0.0208,4.607,0.0623,0.0211,0.0003,1.4438,0.0087,2.995,0.0,1.7431,0.2919,4.319,0.8941,-0.3553,0.1348,1.2733,0.5513,164.0443,9.9689,-0.1267,0.9646
3.0,90.0,2,0.0,3.0,[6.18 7.91],[2. 2.],4.78,0.0,8.79,0.08,1.0,0.0,4.8918,0.0755,0.0214,0.0005,1.481,0.0104,2.995,0.0,2.1731,0.5655,6.0538,1.8841,-0.3165,0.2218,1.1955,1.0193,159.518,18.1494,-0.8193,1.3884
3.0,90.0,3,0.0,3.0,[5.72 3.63],[2. 2.],4.84,0.02,9.59,0.0,0.9792,0.0,4.951,0.0725,0.0213,0.0005,1.4857,0.0203,2.995,0.0,2.3321,0.6256,6.8796,1.9924,-0.3282,0.2252,1.2926,1.061,158.2583,17.922,-0.7792,1.3658
3.0,90.0,4,0.0,3.0,[5.33 7.57],[2. 2.],4.62,0.0,8.25,0.03,1.0,0.0,4.7036,0.0607,0.0211,0.0004,1.4452,0.0126,2.995,0.0,2.3641,0.4857,5.8704,1.5498,-0.3806,0.1798,1.4042,0.7568,166.6509,9.5212,-0.3153,1.1262
3.0,90.0,5,0.0,3.0,[2.76 6.96],[2. 2.],4.51,0.0,5.92,0.01,1.0,0.0,4.6023,0.0564,0.0212,0.0005,1.4431,0.0079,2.995,0.0,1.5133,0.3104,3.4025,0.8502,-0.353,0.119,1.1924,0.4629,162.9116,10.1034,-0.0506,0.901
3.0,90.0,6,0.0,3.0,[4.29 5.74],[2. 2.],4.76,0.0,9.33,0.02,0.9792,0.0,4.8917,0.0642,0.0213,0.0005,1.4697,0.0081,2.995,0.0,2.3133,0.7124,5.5333,1.4573,-0.1419,0.2032,0.3262,0.9152,174.1656,10.7462,-2.0241,1.2348
3.0,90.0,7,0.0,3.0,[5.12 6.89],[2. 2.],4.57,0.0,7.09,0.01,1.0,0.0,4.6857,0.0665,0.0213,0.0004,1.46,0.0098,2.995,0.0,1.794,0.3165,4.554,1.0755,-0.3292,0.1624,1.2395,0.7197,162.7928,12.379,-0.3689,1.1819
3.2,45.0,0,2.26,2.26,[3.   3.18],[2. 2.],4.97,0.0,9.16,0.01,0.9583,0.0417,5.092,0.0653,-5.0675,0.0661,1.6452,0.0057,2.258,0.0,6.968,0.8099,7.0228,1.3376,1.7039,0.3646,1.4177,0.3287,116.5763,16.1312,0.0575,0.5816
3.2,45.0,1,2.26,2.26,[5.68 3.9 ],[2. 2.],4.87,0.01,7.71,0.05,0.875,0.125,5.0114,0.0547,-4.986,0.055,1.6454,0.005,2.258,0.0,6.4204,0.8316,6.1311,0.8725,1.6816,0.4693,1.1865,0.3739,120.2928,20.3752,-0.009,0.7384
3.2,45.0,2,2.26,2.26,[3.16 7.96],[2. 2.],5.03,0.0,8.76,0.0,1.0,0.0,5.1564,0.0767,-5.1311,0.0748,1.6529,0.0065,2.258,0.0,6.0889,1.1814,8.1818,2.2162,1.76,0.2569,1.4648,0.2393,107.7259,14.6236,0.1195,0.4066
3.2,60.0,0,1.6,2.77,[5.07 6.3 ],[2. 2.],4.93,0.01,8.87,0.0,0.9375,0.0625,5.0687,0.0692,-2.9044,0.0398,1.5494,0.015,2.767,0.0,6.1609,0.8388,8.4286,2.1804,1.1089,0.0334,1.8845,0.084,124.3162,11.9556,0.191,0.0081
3.2,60.0,1,1.6,2.77,[3.74 4.07],[2. 2.],4.71,0.0,6.84,0.04,0.7917,0.2083,4.8566,0.0651,-2.7823,0.0374,1.5295,0.0088,2.767,0.0,5.9586,0.5138,6.4946,0.9704,1.1718,0.0214,1.5398,0.1035,131.7682,12.6673,0.2181,0.0099
3.2,60.0,2,1.6,2.77,[5.21 5.36],[2. 2.],4.86,0.0,8.75,0.03,0.75,0.25,5.0011,0.0607,-2.8659,0.0352,1.5381,0.0138,2.767,0.0,6.2011,0.5407,6.7202,0.9334,1.0453,0.263,1.6841,0.4399,137.4885,14.7133,0.0353,0.6759
3.2,75.0,0,0.83,3.09,[4.56 7.26],[2. 2.],4.75,0.0,8.62,0.13,1.0,0.0,4.8759,0.0792,-1.286,0.0207,1.4662,0.0106,3.086,0.0,4.1566,0.8692,7.3963,1.3303,0.3255,0.0983,1.8701,0.5261,150.9719,13.2204,0.0315,0.698
3.2,75.0,1,0.83,3.09,[2.9  5.88],[2. 2.],4.74,0.03,8.55,0.19,0.9375,0.0625,4.8524,0.0619,-1.2796,0.0165,1.4546,0.0098,3.086,0.0,4.6403,0.6014,7.5806,1.0311,0.3517,0.0631,1.9156,0.3133,154.9103,9.4835,0.1512,0.4287
3.2,75.0,2,0.83,3.09,[5.59 5.16],[2. 2.],4.54,0.0,6.42,0.0,0.6042,0.3958,4.6583,0.055,-1.2278,0.0151,1.4261,0.0082,3.086,0.0,3.9826,0.4708,5.9711,0.6529,0.4318,0.0196,1.6095,0.0912,152.3814,10.2826,0.2421,0.0095
3.2,90.0,0,0.0,3.2,[3.39 5.49],[2. 2.],4.53,0.0,6.86,0.0,1.0,0.0,4.6481,0.0715,0.02,0.0004,1.4111,0.0107,3.195,0.0,2.0212,0.5156,5.2389,1.2884,-0.2913,0.186,1.1665,0.8923,165.2941,11.7171,-0.6642,1.3428
3.2,90.0,1,0.0,3.2,[4.41 6.14],[2. 2.],4.66,0.0,8.41,0.02,0.9583,0.0,4.7858,0.0697,0.02,0.0002,1.4136,0.0118,3.195,0.0,2.4342,0.6342,5.804,1.4276,-0.1713,0.2082,0.5135,1.0236,172.4274,11.5704,-1.7803,1.3439
3.2,90.0,2,0.0,3.2,[2.91 7.35],[2. 2.],4.75,0.0,9.87,0.18,0.9375,0.0,4.8848,0.0732,0.02,0.0004,1.445,0.0107,3.195,0.0,2.916,0.8233,7.3011,2.3479,-0.1844,0.2215,0.6085,1.1231,171.5319,12.2776,-1.7175,1.3621
3.5,22.5,3,3.23,1.34,[4.56 5.41],[2. 2.],5.16,0.0,5.36,0.01,0.4792,0.0,5.3697,0.0437,-12.9319,0.1032,1.8513,0.0021,1.335,0.0,5.0517,1.4966,7.0891,1.1534,2.9251,0.0444,0.2773,0.1074,80.397,10.838,0.1911,0.0119
3.5,22.5,4,3.23,1.34,[5.99 5.27],[2. 2.],4.93,0.0,6.75,0.01,0.8125,0.0,5.0983,0.0498,-12.2755,0.1204,1.8309,0.0063,1.335,0.0002,5.3128,0.7087,6.6516,0.9516,2.8585,0.0238,0.4479,0.0676,87.9383,6.7649,0.1825,0.005
3.5,22.5,5,3.23,1.34,[4.65 5.02],[2. 2.],4.65,0.0,8.67,0.01,0.4167,0.0,4.844,0.0414,-11.6639,0.0946,1.8244,0.0024,1.335,0.0,,,,,,,,,,,,
3.5,22.5,6,3.23,1.34,[2.54 6.33],[2. 2.],4.73,0.01,9.31,0.23,0.9583,0.0,4.856,0.0613,-11.6934,0.1503,1.8173,0.0073,1.335,0.0001,6.1941,1.5544,7.2348,2.486,2.1062,1.1832,0.4647,0.3861,120.366,40.3444,-0.5014,1.2
3.5,22.5,7,3.23,1.34,[2.59 3.82],[2. 2.],6.42,0.0,2.56,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,,,
3.5,30.0,3,3.03,1.75,[5.67 4.13],[2. 2.],4.92,0.0,8.37,0.01,1.0,0.0,5.0649,0.0643,-8.7432,0.1127,1.7435,0.0054,1.745,0.0,6.7249,0.8854,6.6226,1.1126,2.3561,0.7207,0.8943,0.3278,105.1425,24.4732,-0.0655,0.7926
3.5,30.0,4,3.03,1.75,[3.42 6.53],[2. 2.],4.91,0.0,7.02,0.01,1.0,0.0,5.0026,0.0809,-8.6333,0.1385,1.751,0.0056,1.745,0.0,5.0515,1.7665,7.1245,2.3157,2.0214,1.1029,0.3865,0.3826,142.8718,36.1169,-0.4406,1.2053
3.5,30.0,5,3.03,1.75,[4.27 5.75],[2. 2.],5.15,0.03,5.04,0.0,0.9792,0.0,5.2865,0.0871,-9.1249,0.1483,1.7694,0.0052,1.745,0.0,4.997,1.216,6.6204,1.1869,2.7065,0.0377,0.5368,0.1058,88.3493,10.4519,0.2058,0.0107
3.5,30.0,6,3.03,1.75,[4.11 6.36],[2. 2.],4.83,0.04,9.68,0.11,0.8333,0.1458,4.99,0.0826,-8.6134,0.1426,1.7502,0.0057,1.745,0.0,8.3214,1.4291,8.472,4.4775,2.0987,0.9697,0.8477,0.4762,121.3669,32.1172,-0.3185,1.0718
3.5,30.0,7,3.03,1.75,[3.36 4.93],[2. 2.],5.25,0.0,4.14,0.0,0.8125,0.0208,5.4341,0.0646,-9.3815,0.1151,1.7751,0.0081,1.745,0.0,5.3513,2.6786,7.1946,2.1103,2.6803,0.428,0.342,0.1576,86.2035,20.0565,0.1444,0.4563
3.5,37.5,3,2.78,2.13,[3.23 3.96],[2. 2.],4.95,0.04,7.73,0.0,0.9583,0.0417,5.115,0.0909,-6.6347,0.1194,1.6834,0.0094,2.126,0.0,6.855,1.3567,7.8856,1.8605,2.18,0.5811,1.1715,0.3686,107.2356,24.0145,-0.0045,0.7093
3.5,37.5,4,2.78,2.13,[5.19 6.55],[2. 2.],5.01,0.0,5.44,0.0,1.0,0.0,5.1466,0.073,-6.6791,0.0971,1.684,0.0082,2.126,0.0,4.7576,0.7178,7.1736,1.5556,2.4238,0.023,0.9598,0.0702,93.491,7.3806,0.2041,0.0065
3.5,37.5,5,2.78,2.13,[4.   4.01],[2. 2.],4.94,0.01,7.89,0.03,0.9583,0.0417,5.0877,0.0748,-6.6005,0.0943,1.6758,0.0128,2.126,0.0,7.1917,1.1888,7.2294,1.499,2.0375,0.784,1.0743,0.4806,115.2768,27.6404,-0.1836,0.9537
3.5,37.5,6,2.78,2.13,[5.87 7.35],[2. 2.],4.88,0.0,8.28,0.05,0.75,0.25,5.0226,0.0616,-6.5183,0.0777,1.6729,0.0107,2.126,0.0,8.2765,0.8664,6.9151,0.6195,2.1273,0.6362,1.1128,0.3914,122.2965,22.6385,-0.0453,0.7807
3.5,37.5,7,2.78,2.13,[4.37 6.74],[2. 2.],5.12,0.0,7.49,0.0,1.0,0.0,5.2522,0.0734,-6.8161,0.0972,1.6951,0.0057,2.126,0.0,5.3745,0.6276,9.2343,1.7143,2.3698,0.0317,1.3223,0.0519,90.6663,6.3161,0.1768,0.0048
3.5,45.0,0,2.47,2.47,[5.14 6.55],[2. 2.],4.89,0.01,8.2,0.01,0.9792,0.0208,5.007,0.0718,-4.9852,0.0725,1.6055,0.0075,2.47,0.0,8.6051,1.0626,7.475,1.193,1.556,0.8578,1.1338,0.7078,137.1802,30.2688,-0.4738,1.2127
3.5,45.0,1,2.47,2.47,[6.23 3.83],[2. 2.],4.9,0.0,7.42,0.0,0.9583,0.0208,5.0168,0.0831,-4.9938,0.0841,1.5919,0.0106,2.47,0.0,7.389,1.3104,7.392,1.2408,1.7179,0.7278,1.2042,0.5755,127.7984,25.3796,-0.2433,1.0467
3.5,45.0,2,2.47,2.47,[3.   3.49],[2. 2.],4.86,0.0,6.1,0.0,1.0,0.0,4.9755,0.0724,-4.9544,0.0724,1.5891,0.0073,2.47,0.0,6.0452,1.0604,7.1621,1.7508,1.864,0.6377,1.1308,0.4453,118.6971,24.1154,-0.0894,0.8817
3.5,45.0,3,2.47,2.47,[4.09 4.92],[2. 2.],4.67,0.0,4.39,0.0,0.7917,0.0208,4.8196,0.0579,-4.7934,0.0576,1.5874,0.0061,2.47,0.0,4.7705,0.9913,7.4982,3.2436,2.1499,0.0171,0.5413,0.3231,143.1324,31.582,0.2771,0.0337
3.5,45.0,4,2.47,2.47,[5.82 4.47],[2. 2.],4.75,0.01,6.47,0.46,0.6458,0.3542,4.9013,0.0618,-4.8736,0.0621,1.5959,0.0065,2.47,0.0,7.5945,1.0739,6.6735,1.1774,2.067,0.0265,1.2237,0.1346,127.8417,15.946,0.2176,0.0131
3.5,45.0,5,2.47,2.47,[3.71 5.49],[2. 2.],5.03,0.01,6.67,0.07,1.0,0.0,5.1771,0.0709,-5.1507,0.0728,1.606,0.0073,2.47,0.0,5.0214,0.6366,10.3538,1.7559,2.0809,0.0159,1.5012,0.0539,95.8514,6.1778,0.1897,0.0047
3.5,45.0,6,2.47,2.47,[3.75 6.57],[2. 2.],5.0,0.07,8.84,0.08,0.9167,0.0833,5.1074,0.0802,-5.081,0.0784,1.6162,0.0076,2.47,0.0,8.5636,1.0639,8.0382,1.2892,1.76,0.626,1.4395,0.5571,124.1562,23.183,-0.1376,0.9015
3.5,45.0,7,2.47,2.47,[3.84 4.04],[2. 2.],4.78,0.0,6.25,0.19,0.8333,0.1458,4.9251,0.0535,-4.8986,0.0549,1.5934,0.0122,2.47,0.0,7.2018,0.9563,6.4453,0.8996,2.0251,0.3276,1.1886,0.2481,122.7434,18.1302,0.1451,0.45
3.5,52.5,3,2.13,2.78,[5.99 3.13],[2. 2.],4.73,0.03,6.39,0.04,0.9167,0.0833,4.847,0.0712,-3.6957,0.0539,1.5232,0.0133,2.772,0.0,7.4355,0.7475,6.7534,0.7254,1.724,0.0156,1.4917,0.1175,128.011,14.0205,0.2211,0.0107
3.5,52.5,4,2.13,2.78,[3.3  6.96],[2. 2.],4.85,0.0,7.63,0.0,0.9375,0.0625,4.9712,0.0685,-3.7906,0.0539,1.5416,0.0078,2.772,0.0,7.9039,0.6683,7.2602,0.732,1.6376,0.2474,1.6825,0.2852,125.7979,15.0734,0.1394,0.4195
3.5,52.5,5,2.13,2.78,[4.93 5.89],[2. 2.],4.74,0.01,5.97,0.08,1.0,0.0,4.8603,0.0624,-3.7051,0.0468,1.5196,0.0179,2.772,0.0,6.7533,0.9507,6.7531,1.3278,1.6766,0.3478,1.3834,0.3263,125.3922,16.1607,0.1047,0.5653
3.5,52.5,6,2.13,2.78,[5.24 7.34],[2. 2.],4.89,0.01,7.96,0.0,0.9792,0.0208,5.0256,0.0726,-3.8313,0.0537,1.529,0.0081,2.772,0.0,7.7885,1.1006,8.2876,1.6345,1.6426,0.2422,1.7608,0.283,122.0505,13.9294,0.1352,0.4181
3.5,52.5,7,2.13,2.78,[3.37 3.58],[2. 2.],4.8,0.0,6.03,0.0,1.0,0.0,4.9315,0.061,-3.7594,0.0471,1.5367,0.0086,2.772,0.0,5.9722,0.8562,7.8208,1.9763,1.7493,0.0139,1.5574,0.0744,112.2297,8.3675,0.2127,0.0066
3.5,60.0,0,1.75,3.03,[3.39 5.37],[2. 2.],4.73,0.0,7.09,0.01,1.0,0.0,4.8208,0.0701,-2.7627,0.0399,1.4684,0.0094,3.026,0.0,7.0926,0.7803,7.158,0.8528,1.218,0.3718,1.6418,0.5294,140.6874,16.1603,-0.0238,0.8074
3.5,60.0,1,1.75,3.03,[4.05 6.78],[2. 2.],4.85,0.06,8.42,0.01,0.9583,0.0417,5.0322,0.1142,-2.8848,0.066,1.482,0.0166,3.026,0.0,7.0078,1.0835,9.2794,2.5929,1.2632,0.0339,2.0556,0.0976,128.725,13.4779,0.1978,0.0094
3.5,60.0,2,1.75,3.03,[6.39 5.54],[2. 2.],4.93,0.0,6.68,0.02,1.0,0.0,5.0658,0.0853,-2.9036,0.0498,1.4935,0.01,3.026,0.0,4.6676,0.9241,12.3669,1.4269,1.3404,0.0269,1.9709,0.0644,106.7026,7.6115,0.1995,0.0055
3.5,60.0,3,1.75,3.03,[6.39 6.1 ],[2. 2.],4.72,0.0,7.98,0.04,0.6667,0.3333,4.8814,0.0436,-2.7961,0.0265,1.469,0.0166,3.026,0.0,7.5809,0.592,7.7989,0.9889,1.3127,0.0146,1.932,0.0551,137.6749,8.2781,0.2102,0.0061
3.5,60.0,4,1.75,3.03,[5.87 4.88],[2. 2.],4.59,0.0,5.82,0.12,0.8542,0.1458,4.713,0.0468,-2.6989,0.0281,1.457,0.0081,3.026,0.0,6.593,0.5874,6.0741,0.7855,1.3297,0.2099,1.5064,0.2641,136.7816,12.2277,0.1656,0.456
3.5,60.0,5,1.75,3.03,[2.81 5.32],[2. 2.],4.77,0.04,7.85,0.0,0.75,0.25,4.9113,0.058,-2.8142,0.0319,1.4716,0.0074,3.026,0.0,7.5878,0.4647,7.7391,1.0941,1.294,0.0285,1.9241,0.0755,135.8666,9.5967,0.2086,0.0068
3.5,60.0,6,1.75,3.03,[3.94 4.65],[2. 2.],4.87,0.0,9.79,0.21,0.8125,0.1875,5.0044,0.0558,-2.8681,0.0323,1.4946,0.0066,3.026,0.0,7.9175,0.6079,9.2352,1.4814,1.2306,0.2037,2.0541,0.3559,142.7168,13.9667,0.1214,0.465
3.5,60.0,7,1.75,3.03,[3.54 7.  ],[2. 2.],4.88,0.0,7.39,0.01,1.0,0.0,4.9926,0.0725,-2.8604,0.0411,1.4796,0.0181,3.026,0.0,6.6829,0.8547,9.11,2.6605,1.2492,0.2533,1.8936,0.4159,122.306,15.4261,0.0802,0.5824
3.5,67.5,3,1.34,3.23,[3.04 6.79],[2. 2.],4.66,0.02,6.85,0.01,0.9583,0.0417,4.7891,0.0752,-1.963,0.03,1.4089,0.017,3.229,0.0,6.3618,0.4868,7.579,1.1663,0.9303,0.0272,1.9595,0.0918,136.9074,10.0879,0.2223,0.0092
3.5,67.5,4,1.34,3.23,[6.32 7.92],[2. 2.],4.77,0.0,7.51,0.0,0.9792,0.0208,4.8758,0.0757,-1.9984,0.0313,1.4279,0.0102,3.229,0.0,6.3169,0.5525,8.4266,1.8682,0.9044,0.0338,2.073,0.0907,136.4062,12.0504,0.2134,0.0091
3.5,67.5,5,1.34,3.23,[3.45 4.19],[2. 2.],4.45,0.0,4.19,0.01,0.9792,0.0208,4.5448,0.0597,-1.862,0.0251,1.3803,0.0196,3.229,0.0,4.3264,0.8078,5.946,1.7044,1.0087,0.0115,1.3834,0.123,128.6011,12.1473,0.2662,0.0115
3.5,67.5,6,1.34,3.23,[4.16 4.51],[2. 2.],4.67,0.0,5.47,0.03,1.0,0.0,4.8019,0.0634,-1.9687,0.0266,1.4113,0.009,3.229,0.0,,,,,,,,,,,,
3.5,67.5,7,1.34,3.23,[2.83 4.11],[2. 2.],4.49,0.0,5.43,0.06,0.7917,0.2083,4.6137,0.0533,-1.8906,0.0216,1.3827,0.0161,3.229,0.0,5.6571,0.5349,6.1533,0.7637,0.952,0.1579,1.5899,0.2892,139.4923,13.6487,0.1718,0.4679
3.5,74.9,0,0.91,3.38,[3.38 7.33],[2. 2.],4.65,0.02,8.13,0.02,0.9167,0.0833,4.7788,0.0649,-1.2618,0.0177,1.3834,0.0096,3.376,0.0,4.6421,0.8655,8.4554,1.289,0.37,0.1654,1.8739,0.807,157.2641,11.7882,-0.18,1.0058
3.5,74.9,1,0.91,3.38,[3.97 3.06],[2. 2.],4.55,0.0,7.7,0.03,0.7292,0.2708,4.6701,0.0549,-1.2327,0.0148,1.3621,0.0112,3.376,0.0,5.0773,0.6527,8.4419,1.3302,0.4756,0.027,2.0742,0.0647,160.0128,7.1636,0.2304,0.0048
3.5,74.9,2,0.91,3.38,[2.86 5.79],[2. 2.],4.72,0.0,8.35,0.0,0.9583,0.0208,4.8249,0.0851,-1.274,0.0229,1.3981,0.012,3.376,0.0,5.1638,0.8235,9.039,1.7137,0.4023,0.1618,1.9708,0.7449,154.5016,14.7219,-0.0941,0.8901
3.5,74.9,3,0.91,3.38,[3.13 7.48],[2. 2.],4.56,0.01,5.87,0.02,1.0,0.0,4.6718,0.0579,-1.2321,0.0154,1.3772,0.0089,3.376,0.0,4.4445,0.5272,6.7991,1.2958,0.5087,0.0153,1.9205,0.0804,136.6921,9.6574,0.2362,0.0077
3.5,74.9,4,0.91,3.38,[3.74 6.8 ],[2. 2.],4.42,0.0,5.13,0.01,0.9167,0.0833,4.5217,0.0486,-1.1925,0.0131,1.3348,0.0183,3.376,0.0,4.3915,0.4698,5.8154,0.6793,0.5461,0.0167,1.646,0.0932,146.6587,10.6853,0.2605,0.0096
3.5,74.9,5,0.91,3.38,[5.15 7.65],[2. 2.],4.51,0.0,6.5,0.0,0.8333,0.1667,4.6452,0.052,-1.225,0.0136,1.3672,0.0158,3.376,0.0,4.8393,0.7402,7.1674,0.9857,0.4828,0.0826,1.8746,0.3197,153.0451,8.6159,0.1696,0.4322
3.5,74.9,6,0.91,3.38,[3.02 4.68],[2. 2.],4.74,0.0,7.94,0.01,1.0,0.0,4.8646,0.0689,-1.2841,0.0182,1.4059,0.0098,3.376,0.0,4.7986,0.6667,8.3584,1.3824,0.4591,0.0253,2.2412,0.0743,142.5035,9.9732,0.2125,0.0076
3.5,74.9,7,0.91,3.38,[5.43 6.94],[2. 2.],4.62,0.0,7.72,0.02,0.8958,0.1042,4.716,0.0543,-1.2438,0.0151,1.3833,0.0097,3.376,0.0,5.5387,0.6477,8.7817,1.2417,0.4403,0.1027,2.0093,0.4696,156.5649,8.4766,0.0949,0.5939
3.5,82.4,3,0.46,3.47,[6.33 5.07],[2. 2.],4.46,0.0,5.34,0.0,1.0,0.0,4.5489,0.0605,-0.5801,0.0079,1.3312,0.0101,3.465,0.0,2.8484,0.5421,6.4005,1.8883,0.0857,0.0177,1.8229,0.1054,143.6124,11.5364,0.2531,0.0102
3.5,82.4,4,0.46,3.47,[6.23 3.57],[2. 2.],4.88,0.0,9.82,0.02,1.0,0.0,5.0102,0.0708,-0.6405,0.0096,1.3977,0.0099,3.465,0.0,4.2968,1.6148,10.3668,2.2275,-0.0368,0.0308,2.0475,1.0699,151.272,15.7725,-0.3359,1.1113
3.5,82.4,5,0.46,3.47,[5.11 4.25],[2. 2.],4.5,0.0,7.43,0.07,0.9167,0.0833,4.6232,0.062,-0.5898,0.0078,1.3495,0.0113,3.465,0.0,4.3895,0.6621,7.5351,1.2147,0.0283,0.0174,2.0441,0.3365,162.5235,5.2687,0.1702,0.4188
3.5,82.4,6,0.46,3.47,[3.61 3.29],[2. 2.],4.22,0.06,3.79,0.01,0.4167,0.5833,4.3438,0.0502,-0.5538,0.0065,1.2953,0.0197,3.465,0.0,1.73,0.4339,4.5884,2.0923,0.1474,0.0125,1.2856,0.1549,146.2964,14.8796,0.2986,0.0155
3.5,82.4,7,0.46,3.47,[6.31 4.22],[2. 2.],4.28,0.0,5.33,0.04,0.6042,0.3958,4.3832,0.0509,-0.5588,0.0064,1.3033,0.0157,3.465,0.0,,,,,,,,,,,,
3.5,90.0,0,0.0,3.5,[4.02 6.05],[2. 2.],4.14,0.0,4.02,0.01,0.9167,0.0833,4.242,0.0424,0.018,0.0001,1.2585,0.0083,3.495,0.0,1.352,0.2149,3.3136,0.8485,-0.3016,0.0641,1.1389,0.2923,166.588,8.8543,0.1753,0.6292
3.5,90.0,1,0.0,3.5,[3.87 6.66],[2. 2.],4.46,0.0,6.45,0.05,1.0,0.0,4.5669,0.0589,0.0181,0.0002,1.3323,0.0123,3.495,0.0,2.5866,0.7707,6.1314,1.5291,-0.2249,0.1907,0.9527,1.0849,169.0472,12.2799,-1.1546,1.4598
3.5,90.0,2,0.0,3.5,[3.2  7.59],[2. 2.],4.46,0.0,6.74,0.07,1.0,0.0,4.5396,0.0603,0.0181,0.0003,1.3077,0.0134,3.495,0.0,2.776,0.7077,5.9999,1.296,-0.2258,0.1919,1.0043,1.0889,170.0858,10.1178,-1.0927,1.4546
3.5,90.0,3,0.0,3.5,[3.69 3.39],[2. 2.],4.22,0.01,3.58,0.0,0.625,0.375,4.2695,0.0421,0.0181,0.0002,1.2603,0.0141,3.495,0.0,1.0421,0.185,2.7784,1.3085,-0.2913,0.0145,1.1131,0.1257,155.7781,10.3055,0.3176,0.0132
3.5,90.0,4,0.0,3.5,[3.25 3.46],[2. 2.],4.36,0.0,5.49,0.06,1.0,0.0,4.4586,0.0562,0.0181,0.0003,1.3159,0.0099,3.495,0.0,2.1125,0.6814,5.5471,1.2707,-0.3122,0.1176,1.5225,0.6361,159.9113,10.903,-0.0927,0.9422
3.5,90.0,5,0.0,3.5,[4.6  6.77],[2. 2.],4.53,0.02,7.04,0.0,0.9792,0.0,4.6545,0.0709,0.0182,0.0004,1.3481,0.0132,3.495,0.0,2.7287,0.9364,7.0653,1.5995,-0.3046,0.1752,1.5465,1.0051,159.9905,13.876,-0.4986,1.2501
3.5,90.0,6,0.0,3.5,[4.54 5.84],[2. 2.],4.56,0.01,7.59,0.04,0.9583,0.0,4.6718,0.0594,0.0182,0.0004,1.3511,0.0113,3.495,0.0,3.1115,0.936,7.0638,1.5354,-0.2193,0.2111,0.9515,1.1811,169.395,12.0798,-1.2609,1.428
3.5,90.0,7,0.0,3.5,[5.2  6.94],[2. 2.],4.68,0.0,7.86,0.03,1.0,0.0,4.7809,0.0616,0.0181,0.0003,1.3681,0.0114,3.495,0.0,3.2898,1.0765,7.9259,2.36,-0.3811,0.1564,1.9266,0.871,155.5784,11.5297,-0.197,1.0116
3.8,45.0,0,2.69,2.69,[2.75 3.95],[2. 2.],4.8,0.0,6.09,0.26,0.9792,0.0,4.9108,0.0669,-4.8884,0.0665,1.5504,0.0078,2.682,0.0,7.3255,1.8023,7.9331,1.606,1.5188,1.0913,0.8823,0.7438,136.1692,32.6549,-0.7648,1.3679
